tp_id,node,indicator,unused,tech_type
1352,35,1,0,26
1353,35,1,0,27
1354,35,1,0,28
1355,35,1,0,29
1356,35,1,0,30
1357,35,1,0,31
1358,35,1,0,32
1359,35,1,0,33
1360,35,1,0,34
1361,35,1,0,35
1362,35,1,0,36
1363,35,1,0,37
1364,35,1,0,38
1365,35,1,0,39
1366,36,1,0,1
1367,36,1,0,2
1368,36,1,0,3
1369,36,1,0,4
1370,36,1,0,5
1371,36,1,0,6
1372,36,1,0,7
1373,36,1,0,8
1374,36,1,0,9
1375,36,1,0,10
1376,36,1,0,11
1377,36,1,0,12
1378,36,1,0,13
1379,36,1,0,14
1380,36,1,0,15
1381,36,1,0,16
1382,36,1,0,17
1383,36,1,0,18
1384,36,1,0,19
1385,36,1,0,20
1386,36,1,0,21
1387,36,1,0,22
1388,36,1,0,23
1389,36,1,0,24
1390,36,1,0,25
1391,36,1,0,26
1392,36,1,0,27
1393,36,1,0,28
1394,36,1,0,29
1395,36,1,0,30
1396,36,1,0,31
1397,36,1,0,32
1398,36,1,0,33
1399,36,1,0,34
1400,36,1,0,35
1401,36,1,0,36
1402,36,1,0,37
1403,36,1,0,38
1404,36,1,0,39
1405,37,1,0,1
1406,37,1,0,2
1407,37,1,0,3
1408,37,1,0,4
1409,37,1,0,5
1410,37,1,0,6
1411,37,1,0,7
1412,37,1,0,8
1413,37,1,0,9
1414,37,1,0,10
1415,37,1,0,11
1416,37,1,0,12
1417,37,1,0,13
1418,37,1,0,14
1419,37,1,0,15
1420,37,1,0,16
1421,37,1,0,17
1422,37,1,0,18
1423,37,1,0,19
1424,37,1,0,20
1425,37,1,0,21
1426,37,1,0,22
1427,37,1,0,23
1428,37,1,0,24
1429,37,1,0,25
1430,37,1,0,26
1431,37,1,0,27
1432,37,1,0,28
1433,37,1,0,29
1434,37,1,0,30
1435,37,1,0,31
1436,37,1,0,32
1437,37,1,0,33
1438,37,1,0,34
1439,37,1,0,35
1440,37,1,0,36
1441,37,1,0,37
1442,37,1,0,38
1443,37,1,0,39
1444,38,1,0,1
1445,38,1,0,2
1446,38,1,0,3
1447,38,1,0,4
1448,38,1,0,5
1449,38,1,0,6
1450,38,1,0,7
1451,38,1,0,8
1452,38,1,0,9
1453,38,1,0,10
1454,38,1,0,11
1455,38,1,0,12
1456,38,1,0,13
1457,38,1,0,14
1458,38,1,0,15
1459,38,1,0,16
1460,38,1,0,17
1461,38,1,0,18
1462,38,1,0,19
1463,38,1,0,20
1464,38,1,0,21
1465,38,1,0,22
1466,38,1,0,23
1467,38,1,0,24
1468,38,1,0,25
1469,38,1,0,26
1470,38,1,0,27
1471,38,1,0,28
1472,38,1,0,29
1473,38,1,0,30
1474,38,1,0,31
1475,38,1,0,32
1476,38,1,0,33
1477,38,1,0,34
1478,38,1,0,35
1479,38,1,0,36
1480,38,1,0,37
1481,38,1,0,38
1482,38,1,0,39
1483,39,1,0,1
1484,39,1,0,2
1485,39,1,0,3
1486,39,1,0,4
1487,39,1,0,5
1488,39,1,0,6
1489,39,1,0,7
1490,39,1,0,8
1491,39,1,0,9
1492,39,1,0,10
1493,39,1,0,11
1494,39,1,0,12
1495,39,1,0,13
1496,39,1,0,14
1497,39,1,0,15
1498,39,1,0,16
1499,39,1,0,17
1500,39,1,0,18
1501,39,1,0,19
1502,39,1,0,20
1503,39,1,0,21
1504,39,1,0,22
1505,39,1,0,23
1506,39,1,0,24
1507,39,1,0,25
1508,39,1,0,26
1509,39,1,0,27
1510,39,1,0,28
1511,39,1,0,29
1512,39,1,0,30
1513,39,1,0,31
1514,39,1,0,32
1515,39,1,0,33
1516,39,1,0,34
1517,39,1,0,35
1518,39,1,0,36
1519,39,1,0,37
1520,39,1,0,38
1521,39,1,0,39
1522,40,1,0,1
1523,40,1,0,2
1524,40,1,0,3
1525,40,1,0,4
1526,40,1,0,5
1527,40,1,0,6
1528,40,1,0,7
1529,40,1,0,8
1530,40,1,0,9
1531,40,1,0,10
1532,40,1,0,11
1533,40,1,0,12
1534,40,1,0,13
1535,40,1,0,14
1536,40,1,0,15
1537,40,1,0,16
1538,40,1,0,17
1539,40,1,0,18
1540,40,1,0,19
1541,40,1,0,20
1542,40,1,0,21
1543,40,1,0,22
1544,40,1,0,23
1545,40,1,0,24
1546,40,1,0,25
1547,40,1,0,26
1548,40,1,0,27
1549,40,1,0,28
1550,40,1,0,29
1551,40,1,0,30
1552,40,1,0,31
1553,40,1,0,32
1554,40,1,0,33
1555,40,1,0,34
1556,40,1,0,35
1557,40,1,0,36
1558,40,1,0,37
1559,40,1,0,38
1560,40,1,0,39
1561,41,1,0,1
1562,41,1,0,2
1563,41,1,0,3
1564,41,1,0,4
1565,41,1,0,5
1566,41,1,0,6
1567,41,1,0,7
1568,41,1,0,8
1569,41,1,0,9
1570,41,1,0,10
1571,41,1,0,11
1572,41,1,0,12
1573,41,1,0,13
1574,41,1,0,14
1575,41,1,0,15
1576,41,1,0,16
1577,41,1,0,17
1578,41,1,0,18
1579,41,1,0,19
1580,41,1,0,20
1581,41,1,0,21
1582,41,1,0,22
1583,41,1,0,23
1584,41,1,0,24
1585,41,1,0,25
1586,41,1,0,26
1587,41,1,0,27
1588,41,1,0,28
1589,41,1,0,29
1590,41,1,0,30
1591,41,1,0,31
1592,41,1,0,32
1593,41,1,0,33
1594,41,1,0,34
1595,41,1,0,35
1596,41,1,0,36
1597,41,1,0,37
1598,41,1,0,38
1599,41,1,0,39
1600,42,1,0,1
1601,42,1,0,2
1602,42,1,0,3
1603,42,1,0,4
1604,42,1,0,5
1605,42,1,0,6
1606,42,1,0,7
1607,42,1,0,8
1608,42,1,0,9
1609,42,1,0,10
1610,42,1,0,11
1611,42,1,0,12
1612,42,1,0,13
1613,42,1,0,14
1614,42,1,0,15
1615,42,1,0,16
1616,42,1,0,17
1617,42,1,0,18
1618,42,1,0,19
1619,42,1,0,20
1620,42,1,0,21
1621,42,1,0,22
1622,42,1,0,23
1623,42,1,0,24
1624,42,1,0,25
1625,42,1,0,26
1626,42,1,0,27
1627,42,1,0,28
1628,42,1,0,29
1629,42,1,0,30
1630,42,1,0,31
1631,42,1,0,32
1632,42,1,0,33
1633,42,1,0,34
1634,42,1,0,35
1635,42,1,0,36
1636,42,1,0,37
1637,42,1,0,38
1638,42,1,0,39
1639,43,1,0,1
1640,43,1,0,2
1641,43,1,0,3
1642,43,1,0,4
1643,43,1,0,5
1644,43,1,0,6
1645,43,1,0,7
1646,43,1,0,8
1647,43,1,0,9
1648,43,1,0,10
1649,43,1,0,11
1650,43,1,0,12
1651,43,1,0,13
1652,43,1,0,14
1653,43,1,0,15
1654,43,1,0,16
1655,43,1,0,17
1656,43,1,0,18
1657,43,1,0,19
1658,43,1,0,20
1659,43,1,0,21
1660,43,1,0,22
1661,43,1,0,23
1662,43,1,0,24
1663,43,1,0,25
1664,43,1,0,26
1665,43,1,0,27
1666,43,1,0,28
1667,43,1,0,29
1668,43,1,0,30
1669,43,1,0,31
1670,43,1,0,32
1671,43,1,0,33
1672,43,1,0,34
1673,43,1,0,35
1674,43,1,0,36
1675,43,1,0,37
1676,43,1,0,38
1677,43,1,0,39
1678,44,1,0,1
1679,44,1,0,2
1680,44,1,0,3
1681,44,1,0,4
1682,44,1,0,5
1683,44,1,0,6
1684,44,1,0,7
1685,44,1,0,8
1686,44,1,0,9
1687,44,1,0,10
1688,44,1,0,11
1689,44,1,0,12
1690,44,1,0,13
1691,44,1,0,14
1692,44,1,0,15
1693,44,1,0,16
1694,44,1,0,17
1695,44,1,0,18
1696,44,1,0,19
1697,44,1,0,20
1698,44,1,0,21
1699,44,1,0,22
1700,44,1,0,23
1701,44,1,0,24
1702,44,1,0,25
1703,44,1,0,26
1704,44,1,0,27
1705,44,1,0,28
1706,44,1,0,29
1707,44,1,0,30
1708,44,1,0,31
1709,44,1,0,32
1710,44,1,0,33
1711,44,1,0,34
1712,44,1,0,35
1713,44,1,0,36
1714,44,1,0,37
1715,44,1,0,38
1716,44,1,0,39
1717,45,1,0,1
1718,45,1,0,2
1719,45,1,0,3
1720,45,1,0,4
1721,45,1,0,5
1722,45,1,0,6
1723,45,1,0,7
1724,45,1,0,8
1725,45,1,0,9
1726,45,1,0,10
1727,45,1,0,11
1728,45,1,0,12
1729,45,1,0,13
1730,45,1,0,14
1731,45,1,0,15
1732,45,1,0,16
1733,45,1,0,17
1734,45,1,0,18
1735,45,1,0,19
1736,45,1,0,20
1737,45,1,0,21
1738,45,1,0,22
1739,45,1,0,23
1740,45,1,0,24
1741,45,1,0,25
1742,45,1,0,26
1743,45,1,0,27
1744,45,1,0,28
1745,45,1,0,29
1746,45,1,0,30
1747,45,1,0,31
1748,45,1,0,32
1749,45,1,0,33
1750,45,1,0,34
1751,45,1,0,35
1752,45,1,0,36
1753,45,1,0,37
1754,45,1,0,38
1755,45,1,0,39
1756,46,1,0,1
1757,46,1,0,2
1758,46,1,0,3
1759,46,1,0,4
1760,46,1,0,5
1761,46,1,0,6
1762,46,1,0,7
1763,46,1,0,8
1764,46,1,0,9
1765,46,1,0,10
1766,46,1,0,11
1767,46,1,0,12
1768,46,1,0,13
1769,46,1,0,14
1770,46,1,0,15
1771,46,1,0,16
1772,46,1,0,17
1773,46,1,0,18
1774,46,1,0,19
1775,46,1,0,20
1776,46,1,0,21
1777,46,1,0,22
1778,46,1,0,23
1779,46,1,0,24
1780,46,1,0,25
1781,46,1,0,26
1782,46,1,0,27
1783,46,1,0,28
1784,46,1,0,29
1785,46,1,0,30
1786,46,1,0,31
1787,46,1,0,32
1788,46,1,0,33
1789,46,1,0,34
1790,46,1,0,35
1791,46,1,0,36
1792,46,1,0,37
1793,46,1,0,38
1794,46,1,0,39
1795,47,1,0,1
1796,47,1,0,2
1797,47,1,0,3
1798,47,1,0,4
1799,47,1,0,5
1800,47,1,0,6
1801,47,1,0,7
1802,47,1,0,8
1803,47,1,0,9
1804,47,1,0,10
1805,47,1,0,11
1806,47,1,0,12
1807,47,1,0,13
1808,47,1,0,14
1809,47,1,0,15
1810,47,1,0,16
1811,47,1,0,17
1812,47,1,0,18
1813,47,1,0,19
1814,47,1,0,20
1815,47,1,0,21
1816,47,1,0,22
1817,47,1,0,23
1818,47,1,0,24
1819,47,1,0,25
1820,47,1,0,26
1821,47,1,0,27
1822,47,1,0,28
1823,47,1,0,29
1824,47,1,0,30
1825,47,1,0,31
1826,47,1,0,32
1827,47,1,0,33
1828,47,1,0,34
1829,47,1,0,35
1830,47,1,0,36
1831,47,1,0,37
1832,47,1,0,38
1833,47,1,0,39
1834,48,1,0,1
1835,48,1,0,2
1836,48,1,0,3
1837,48,1,0,4
1838,48,1,0,5
1839,48,1,0,6
1840,48,1,0,7
1841,48,1,0,8
1842,48,1,0,9
1843,48,1,0,10
1844,48,1,0,11
1845,48,1,0,12
1846,48,1,0,13
1847,48,1,0,14
1848,48,1,0,15
1849,48,1,0,16
1850,48,1,0,17
1851,48,1,0,18
1852,48,1,0,19
1853,48,1,0,20
1854,48,1,0,21
1855,48,1,0,22
1856,48,1,0,23
1857,48,1,0,24
1858,48,1,0,25
1859,48,1,0,26
1860,48,1,0,27
1861,48,1,0,28
1862,48,1,0,29
1863,48,1,0,30
1864,48,1,0,31
1865,48,1,0,32
1866,48,1,0,33
1867,48,1,0,34
1868,48,1,0,35
1869,48,1,0,36
1870,48,1,0,37
1871,48,1,0,38
1872,48,1,0,39
1873,49,1,0,1
1874,49,1,0,2
1875,49,1,0,3
1876,49,1,0,4
1877,49,1,0,5
1878,49,1,0,6
1879,49,1,0,7
1880,49,1,0,8
1881,49,1,0,9
1882,49,1,0,10
1883,49,1,0,11
1884,49,1,0,12
1885,49,1,0,13
1886,49,1,0,14
1887,49,1,0,15
1888,49,1,0,16
1889,49,1,0,17
1890,49,1,0,18
1891,49,1,0,19
1892,49,1,0,20
1893,49,1,0,21
1894,49,1,0,22
1895,49,1,0,23
1896,49,1,0,24
1897,49,1,0,25
1898,49,1,0,26
1899,49,1,0,27
1900,49,1,0,28
1901,49,1,0,29
1902,49,1,0,30
1903,49,1,0,31
1904,49,1,0,32
1905,49,1,0,33
1906,49,1,0,34
1907,49,1,0,35
1908,49,1,0,36
1909,49,1,0,37
1910,49,1,0,38
1911,49,1,0,39
1912,50,1,0,1
1913,50,1,0,2
1914,50,1,0,3
1915,50,1,0,4
1916,50,1,0,5
1917,50,1,0,6
1918,50,1,0,7
1919,50,1,0,8
1920,50,1,0,9
1921,50,1,0,10
1922,50,1,0,11
1923,50,1,0,12
1924,50,1,0,13
1925,50,1,0,14
1926,50,1,0,15
1927,50,1,0,16
1928,50,1,0,17
1929,50,1,0,18
1930,50,1,0,19
1931,50,1,0,20
1932,50,1,0,21
1933,50,1,0,22
1934,50,1,0,23
1935,50,1,0,24
1936,50,1,0,25
1937,50,1,0,26
1938,50,1,0,27
1939,50,1,0,28
1940,50,1,0,29
1941,50,1,0,30
1942,50,1,0,31
1943,50,1,0,32
1944,50,1,0,33
1945,50,1,0,34
1946,50,1,0,35
1947,50,1,0,36
1948,50,1,0,37
1949,50,1,0,38
1950,50,1,0,39
1951,51,1,0,1
1952,51,1,0,2
1953,51,1,0,3
1954,51,1,0,4
1955,51,1,0,5
1956,51,1,0,6
1957,51,1,0,7
1958,51,1,0,8
1959,51,1,0,9
1960,51,1,0,10
1961,51,1,0,11
1962,51,1,0,12
1963,51,1,0,13
1964,51,1,0,14
1965,51,1,0,15
1966,51,1,0,16
1967,51,1,0,17
1968,51,1,0,18
1969,51,1,0,19
1970,51,1,0,20
1971,51,1,0,21
1972,51,1,0,22
1973,51,1,0,23
1974,51,1,0,24
1975,51,1,0,25
1976,51,1,0,26
1977,51,1,0,27
1978,51,1,0,28
1979,51,1,0,29
1980,51,1,0,30
1981,51,1,0,31
1982,51,1,0,32
1983,51,1,0,33
1984,51,1,0,34
1985,51,1,0,35
1986,51,1,0,36
1987,51,1,0,37
1988,51,1,0,38
1989,51,1,0,39
1990,52,1,0,1
1991,52,1,0,2
1992,52,1,0,3
1993,52,1,0,4
1994,52,1,0,5
1995,52,1,0,6
1996,52,1,0,7
1997,52,1,0,8
1998,52,1,0,9
1999,52,1,0,10
2000,52,1,0,11
2001,52,1,0,12
2002,52,1,0,13
2003,52,1,0,14
2004,52,1,0,15
2005,52,1,0,16
2006,52,1,0,17
2007,52,1,0,18
2008,52,1,0,19
2009,52,1,0,20
2010,52,1,0,21
2011,52,1,0,22
2012,52,1,0,23
2013,52,1,0,24
2014,52,1,0,25
2015,52,1,0,26
2016,52,1,0,27
2017,52,1,0,28
2018,52,1,0,29
2019,52,1,0,30
2020,52,1,0,31
2021,52,1,0,32
2022,52,1,0,33
2023,52,1,0,34
2024,52,1,0,35
2025,52,1,0,36
2026,52,1,0,37
2027,52,1,0,38
2028,52,1,0,39
2029,53,1,0,1
2030,53,1,0,2
2031,53,1,0,3
2032,53,1,0,4
2033,53,1,0,5
2034,53,1,0,6
2035,53,1,0,7
2036,53,1,0,8
2037,53,1,0,9
2038,53,1,0,10
2039,53,1,0,11
2040,53,1,0,12
2041,53,1,0,13
2042,53,1,0,14
2043,53,1,0,15
2044,53,1,0,16
2045,53,1,0,17
2046,53,1,0,18
2047,53,1,0,19
2048,53,1,0,20
2049,53,1,0,21
2050,53,1,0,22
2051,53,1,0,23
2052,53,1,0,24
2053,53,1,0,25
2054,53,1,0,26
2055,53,1,0,27
2056,53,1,0,28
2057,53,1,0,29
2058,53,1,0,30
2059,53,1,0,31
2060,53,1,0,32
2061,53,1,0,33
2062,53,1,0,34
2063,53,1,0,35
2064,53,1,0,36
2065,53,1,0,37
2066,53,1,0,38
2067,53,1,0,39
2068,54,1,0,1
2069,54,1,0,2
2070,54,1,0,3
2071,54,1,0,4
2072,54,1,0,5
2073,54,1,0,6
2074,54,1,0,7
2075,54,1,0,8
2076,54,1,0,9
2077,54,1,0,10
2078,54,1,0,11
2079,54,1,0,12
2080,54,1,0,13
2081,54,1,0,14
2082,54,1,0,15
2083,54,1,0,16
2084,54,1,0,17
2085,54,1,0,18
2086,54,1,0,19
2087,54,1,0,20
2088,54,1,0,21
2089,54,1,0,22
2090,54,1,0,23
2091,54,1,0,24
2092,54,1,0,25
2093,54,1,0,26
2094,54,1,0,27
2095,54,1,0,28
2096,54,1,0,29
2097,54,1,0,30
2098,54,1,0,31
2099,54,1,0,32
2100,54,1,0,33
2101,54,1,0,34
2102,54,1,0,35
2103,54,1,0,36
2104,54,1,0,37
2105,54,1,0,38
2106,54,1,0,39
2107,55,1,0,1
2108,55,1,0,2
2109,55,1,0,3
2110,55,1,0,4
2111,55,1,0,5
2112,55,1,0,6
2113,55,1,0,7
2114,55,1,0,8
2115,55,1,0,9
2116,55,1,0,10
2117,55,1,0,11
2118,55,1,0,12
2119,55,1,0,13
2120,55,1,0,14
2121,55,1,0,15
2122,55,1,0,16
2123,55,1,0,17
2124,55,1,0,18
2125,55,1,0,19
2126,55,1,0,20
2127,55,1,0,21
2128,55,1,0,22
2129,55,1,0,23
2130,55,1,0,24
2131,55,1,0,25
2132,55,1,0,26
2133,55,1,0,27
2134,55,1,0,28
2135,55,1,0,29
2136,55,1,0,30
2137,55,1,0,31
2138,55,1,0,32
2139,55,1,0,33
2140,55,1,0,34
2141,55,1,0,35
2142,55,1,0,36
2143,55,1,0,37
2144,55,1,0,38
2145,55,1,0,39
2146,56,1,0,1
2147,56,1,0,2
2148,56,1,0,3
2149,56,1,0,4
2150,56,1,0,5
2151,56,1,0,6
2152,56,1,0,7
2153,56,1,0,8
2154,56,1,0,9
2155,56,1,0,10
2156,56,1,0,11
2157,56,1,0,12
2158,56,1,0,13
2159,56,1,0,14
2160,56,1,0,15
2161,56,1,0,16
2162,56,1,0,17
2163,56,1,0,18
2164,56,1,0,19
2165,56,1,0,20
2166,56,1,0,21
2167,56,1,0,22
2168,56,1,0,23
2169,56,1,0,24
2170,56,1,0,25
2171,56,1,0,26
2172,56,1,0,27
2173,56,1,0,28
2174,56,1,0,29
2175,56,1,0,30
2176,56,1,0,31
2177,56,1,0,32
2178,56,1,0,33
2179,56,1,0,34
2180,56,1,0,35
2181,56,1,0,36
2182,56,1,0,37
2183,56,1,0,38
2184,56,1,0,39
2185,57,1,0,1
2186,57,1,0,2
2187,57,1,0,3
2188,57,1,0,4
2189,57,1,0,5
2190,57,1,0,6
2191,57,1,0,7
2192,57,1,0,8
2193,57,1,0,9
2194,57,1,0,10
2195,57,1,0,11
2196,57,1,0,12
2197,57,1,0,13
2198,57,1,0,14
2199,57,1,0,15
2200,57,1,0,16
2201,57,1,0,17
2202,57,1,0,18
2203,57,1,0,19
2204,57,1,0,20
2205,57,1,0,21
2206,57,1,0,22
2207,57,1,0,23
2208,57,1,0,24
2209,57,1,0,25
2210,57,1,0,26
2211,57,1,0,27
2212,57,1,0,28
2213,57,1,0,29
2214,57,1,0,30
2215,57,1,0,31
2216,57,1,0,32
2217,57,1,0,33
2218,57,1,0,34
2219,57,1,0,35
2220,57,1,0,36
2221,57,1,0,37
2222,57,1,0,38
2223,57,1,0,39
2224,58,1,0,1
2225,58,1,0,2
2226,58,1,0,3
2227,58,1,0,4
2228,58,1,0,5
2229,58,1,0,6
2230,58,1,0,7
2231,58,1,0,8
2232,58,1,0,9
2233,58,1,0,10
2234,58,1,0,11
2235,58,1,0,12
2236,58,1,0,13
2237,58,1,0,14
2238,58,1,0,15
2239,58,1,0,16
2240,58,1,0,17
2241,58,1,0,18
2242,58,1,0,19
2243,58,1,0,20
2244,58,1,0,21
2245,58,1,0,22
2246,58,1,0,23
2247,58,1,0,24
2248,58,1,0,25
2249,58,1,0,26
2250,58,1,0,27
2251,58,1,0,28
2252,58,1,0,29
2253,58,1,0,30
2254,58,1,0,31
2255,58,1,0,32
2256,58,1,0,33
2257,58,1,0,34
2258,58,1,0,35
2259,58,1,0,36
2260,58,1,0,37
2261,58,1,0,38
2262,58,1,0,39
2263,59,1,0,1
2264,59,1,0,2
2265,59,1,0,3
2266,59,1,0,4
2267,59,1,0,5
2268,59,1,0,6
2269,59,1,0,7
2270,59,1,0,8
2271,59,1,0,9
2272,59,1,0,10
2273,59,1,0,11
2274,59,1,0,12
2275,59,1,0,13
2276,59,1,0,14
2277,59,1,0,15
2278,59,1,0,16
2279,59,1,0,17
2280,59,1,0,18
2281,59,1,0,19
2282,59,1,0,20
2283,59,1,0,21
2284,59,1,0,22
2285,59,1,0,23
2286,59,1,0,24
2287,59,1,0,25
2288,59,1,0,26
2289,59,1,0,27
2290,59,1,0,28
2291,59,1,0,29
2292,59,1,0,30
2293,59,1,0,31
2294,59,1,0,32
2295,59,1,0,33
2296,59,1,0,34
2297,59,1,0,35
2298,59,1,0,36
2299,59,1,0,37
2300,59,1,0,38
2301,59,1,0,39
2302,60,1,0,1
2303,60,1,0,2
2304,60,1,0,3
2305,60,1,0,4
2306,60,1,0,5
2307,60,1,0,6
2308,60,1,0,7
2309,60,1,0,8
2310,60,1,0,9
2311,60,1,0,10
2312,60,1,0,11
2313,60,1,0,12
2314,60,1,0,13
2315,60,1,0,14
2316,60,1,0,15
2317,60,1,0,16
2318,60,1,0,17
2319,60,1,0,18
2320,60,1,0,19
2321,60,1,0,20
2322,60,1,0,21
2323,60,1,0,22
2324,60,1,0,23
2325,60,1,0,24
2326,60,1,0,25
2327,60,1,0,26
2328,60,1,0,27
2329,60,1,0,28
2330,60,1,0,29
2331,60,1,0,30
2332,60,1,0,31
2333,60,1,0,32
2334,60,1,0,33
2335,60,1,0,34
2336,60,1,0,35
2337,60,1,0,36
2338,60,1,0,37
2339,60,1,0,38
2340,60,1,0,39
2341,61,1,0,1
2342,61,1,0,2
2343,61,1,0,3
2344,61,1,0,4
2345,61,1,0,5
2346,61,1,0,6
2347,61,1,0,7
2348,61,1,0,8
2349,61,1,0,9
2350,61,1,0,10
2351,61,1,0,11
2352,61,1,0,12
2353,61,1,0,13
2354,61,1,0,14
2355,61,1,0,15
2356,61,1,0,16
2357,61,1,0,17
2358,61,1,0,18
2359,61,1,0,19
2360,61,1,0,20
2361,61,1,0,21
2362,61,1,0,22
2363,61,1,0,23
2364,61,1,0,24
2365,61,1,0,25
2366,61,1,0,26
2367,61,1,0,27
2368,61,1,0,28
2369,61,1,0,29
2370,61,1,0,30
2371,61,1,0,31
2372,61,1,0,32
2373,61,1,0,33
2374,61,1,0,34
2375,61,1,0,35
2376,61,1,0,36
2377,61,1,0,37
2378,61,1,0,38
2379,61,1,0,39
2380,62,1,0,1
2381,62,1,0,2
2382,62,1,0,3
2383,62,1,0,4
2384,62,1,0,5
2385,62,1,0,6
2386,62,1,0,7
2387,62,1,0,8
2388,62,1,0,9
2389,62,1,0,10
2390,62,1,0,11
2391,62,1,0,12
2392,62,1,0,13
2393,62,1,0,14
2394,62,1,0,15
2395,62,1,0,16
2396,62,1,0,17
2397,62,1,0,18
2398,62,1,0,19
2399,62,1,0,20
2400,62,1,0,21
2401,62,1,0,22
2402,62,1,0,23
2403,62,1,0,24
2404,62,1,0,25
2405,62,1,0,26
2406,62,1,0,27
2407,62,1,0,28
2408,62,1,0,29
2409,62,1,0,30
2410,62,1,0,31
2411,62,1,0,32
2412,62,1,0,33
2413,62,1,0,34
2414,62,1,0,35
2415,62,1,0,36
2416,62,1,0,37
2417,62,1,0,38
2418,62,1,0,39
2419,63,1,0,1
2420,63,1,0,2
2421,63,1,0,3
2422,63,1,0,4
2423,63,1,0,5
2424,63,1,0,6
2425,63,1,0,7
2426,63,1,0,8
2427,63,1,0,9
2428,63,1,0,10
2429,63,1,0,11
2430,63,1,0,12
2431,63,1,0,13
2432,63,1,0,14
2433,63,1,0,15
2434,63,1,0,16
2435,63,1,0,17
2436,63,1,0,18
2437,63,1,0,19
2438,63,1,0,20
2439,63,1,0,21
2440,63,1,0,22
2441,63,1,0,23
2442,63,1,0,24
2443,63,1,0,25
2444,63,1,0,26
2445,63,1,0,27
2446,63,1,0,28
2447,63,1,0,29
2448,63,1,0,30
2449,63,1,0,31
2450,63,1,0,32
2451,63,1,0,33
2452,63,1,0,34
2453,63,1,0,35
2454,63,1,0,36
2455,63,1,0,37
2456,63,1,0,38
2457,63,1,0,39
2458,64,1,0,1
2459,64,1,0,2
2460,64,1,0,3
2461,64,1,0,4
2462,64,1,0,5
2463,64,1,0,6
2464,64,1,0,7
2465,64,1,0,8
2466,64,1,0,9
2467,64,1,0,10
2468,64,1,0,11
2469,64,1,0,12
2470,64,1,0,13
2471,64,1,0,14
2472,64,1,0,15
2473,64,1,0,16
2474,64,1,0,17
2475,64,1,0,18
2476,64,1,0,19
2477,64,1,0,20
2478,64,1,0,21
2479,64,1,0,22
2480,64,1,0,23
2481,64,1,0,24
2482,64,1,0,25
2483,64,1,0,26
2484,64,1,0,27
2485,64,1,0,28
2486,64,1,0,29
2487,64,1,0,30
2488,64,1,0,31
2489,64,1,0,32
2490,64,1,0,33
2491,64,1,0,34
2492,64,1,0,35
2493,64,1,0,36
2494,64,1,0,37
2495,64,1,0,38
2496,64,1,0,39
2497,65,1,0,1
2498,65,1,0,2
2499,65,1,0,3
2500,65,1,0,4
2501,65,1,0,5
2502,65,1,0,6
2503,65,1,0,7
2504,65,1,0,8
2505,65,1,0,9
2506,65,1,0,10
2507,65,1,0,11
2508,65,1,0,12
2509,65,1,0,13
2510,65,1,0,14
2511,65,1,0,15
2512,65,1,0,16
2513,65,1,0,17
2514,65,1,0,18
2515,65,1,0,19
2516,65,1,0,20
2517,65,1,0,21
2518,65,1,0,22
2519,65,1,0,23
2520,65,1,0,24
2521,65,1,0,25
2522,65,1,0,26
2523,65,1,0,27
2524,65,1,0,28
2525,65,1,0,29
2526,65,1,0,30
2527,65,1,0,31
2528,65,1,0,32
2529,65,1,0,33
2530,65,1,0,34
2531,65,1,0,35
2532,65,1,0,36
2533,65,1,0,37
2534,65,1,0,38
2535,65,1,0,39
2536,66,1,0,1
2537,66,1,0,2
2538,66,1,0,3
2539,66,1,0,4
2540,66,1,0,5
2541,66,1,0,6
2542,66,1,0,7
2543,66,1,0,8
2544,66,1,0,9
2545,66,1,0,10
2546,66,1,0,11
2547,66,1,0,12
2548,66,1,0,13
2549,66,1,0,14
2550,66,1,0,15
2551,66,1,0,16
2552,66,1,0,17
2553,66,1,0,18
2554,66,1,0,19
2555,66,1,0,20
2556,66,1,0,21
2557,66,1,0,22
2558,66,1,0,23
2559,66,1,0,24
2560,66,1,0,25
2561,66,1,0,26
2562,66,1,0,27
2563,66,1,0,28
2564,66,1,0,29
2565,66,1,0,30
2566,66,1,0,31
2567,66,1,0,32
2568,66,1,0,33
2569,66,1,0,34
2570,66,1,0,35
2571,66,1,0,36
2572,66,1,0,37
2573,66,1,0,38
2574,66,1,0,39
2575,67,1,0,1
2576,67,1,0,2
2577,67,1,0,3
2578,67,1,0,4
2579,67,1,0,5
2580,67,1,0,6
2581,67,1,0,7
2582,67,1,0,8
2583,67,1,0,9
2584,67,1,0,10
2585,67,1,0,11
2586,67,1,0,12
2587,67,1,0,13
2588,67,1,0,14
2589,67,1,0,15
2590,67,1,0,16
2591,67,1,0,17
2592,67,1,0,18
2593,67,1,0,19
2594,67,1,0,20
2595,67,1,0,21
2596,67,1,0,22
2597,67,1,0,23
2598,67,1,0,24
2599,67,1,0,25
2600,67,1,0,26
2601,67,1,0,27
2602,67,1,0,28
2603,67,1,0,29
2604,67,1,0,30
2605,67,1,0,31
2606,67,1,0,32
2607,67,1,0,33
2608,67,1,0,34
2609,67,1,0,35
2610,67,1,0,36
2611,67,1,0,37
2612,67,1,0,38
2613,67,1,0,39
2614,68,1,0,1
2615,68,1,0,2
2616,68,1,0,3
2617,68,1,0,4
2618,68,1,0,5
2619,68,1,0,6
2620,68,1,0,7
2621,68,1,0,8
2622,68,1,0,9
