tp_id,node,indicator,unused,tech_type
903,24,1,0,6
904,24,1,0,7
905,24,1,0,8
906,24,1,0,9
907,24,1,0,10
908,24,1,0,11
909,24,1,0,12
910,24,1,0,13
911,24,1,0,14
912,24,1,0,15
913,24,1,0,16
914,24,1,0,17
915,24,1,0,18
916,24,1,0,19
917,24,1,0,20
918,24,1,0,21
919,24,1,0,22
920,24,1,0,23
921,24,1,0,24
922,24,1,0,25
923,24,1,0,26
924,24,1,0,27
925,24,1,0,28
926,24,1,0,29
927,24,1,0,30
928,24,1,0,31
929,24,1,0,32
930,24,1,0,33
931,24,1,0,34
932,24,1,0,35
933,24,1,0,36
934,24,1,0,37
935,24,1,0,38
936,24,1,0,39
937,25,1,0,1
938,25,1,0,2
939,25,1,0,3
940,25,1,0,4
941,25,1,0,5
942,25,1,0,6
943,25,1,0,7
944,25,1,0,8
945,25,1,0,9
946,25,1,0,10
947,25,1,0,11
948,25,1,0,12
949,25,1,0,13
950,25,1,0,14
951,25,1,0,15
952,25,1,0,16
953,25,1,0,17
954,25,1,0,18
955,25,1,0,19
956,25,1,0,20
957,25,1,0,21
958,25,1,0,22
959,25,1,0,23
960,25,1,0,24
961,25,1,0,25
962,25,1,0,26
963,25,1,0,27
964,25,1,0,28
965,25,1,0,29
966,25,1,0,30
967,25,1,0,31
968,25,1,0,32
969,25,1,0,33
970,25,1,0,34
971,25,1,0,35
972,25,1,0,36
973,25,1,0,37
974,25,1,0,38
975,25,1,0,39
976,26,1,0,1
977,26,1,0,2
978,26,1,0,3
979,26,1,0,4
980,26,1,0,5
981,26,1,0,6
982,26,1,0,7
983,26,1,0,8
984,26,1,0,9
985,26,1,0,10
986,26,1,0,11
987,26,1,0,12
988,26,1,0,13
989,26,1,0,14
990,26,1,0,15
991,26,1,0,16
992,26,1,0,17
993,26,1,0,18
994,26,1,0,19
995,26,1,0,20
996,26,1,0,21
997,26,1,0,22
998,26,1,0,23
999,26,1,0,24
1000,26,1,0,25
1001,26,1,0,26
1002,26,1,0,27
1003,26,1,0,28
1004,26,1,0,29
1005,26,1,0,30
1006,26,1,0,31
1007,26,1,0,32
1008,26,1,0,33
1009,26,1,0,34
1010,26,1,0,35
1011,26,1,0,36
1012,26,1,0,37
1013,26,1,0,38
1014,26,1,0,39
1015,27,1,0,1
1016,27,1,0,2
1017,27,1,0,3
1018,27,1,0,4
1019,27,1,0,5
1020,27,1,0,6
1021,27,1,0,7
1022,27,1,0,8
1023,27,1,0,9
1024,27,1,0,10
1025,27,1,0,11
1026,27,1,0,12
1027,27,1,0,13
1028,27,1,0,14
1029,27,1,0,15
1030,27,1,0,16
1031,27,1,0,17
1032,27,1,0,18
1033,27,1,0,19
1034,27,1,0,20
1035,27,1,0,21
1036,27,1,0,22
1037,27,1,0,23
1038,27,1,0,24
1039,27,1,0,25
1040,27,1,0,26
1041,27,1,0,27
1042,27,1,0,28
1043,27,1,0,29
1044,27,1,0,30
1045,27,1,0,31
1046,27,1,0,32
1047,27,1,0,33
1048,27,1,0,34
