p_c,profit_M,bc_Mt,bc300_Mt,bc500_Mt,cc_Mt,seg_H,seg_M,seg_L,sink_Mt,ghg_Mt,gap,status
0.0,849.6611802728331,2.700000019998723,1.4999999899995866,1.2000000299991362,14.54262332179653,1.20000003e6,1.49999999e6,8.521612875578336e-7,0.0,-2.4779143788466627,NaN,TIME_LIMIT
