p_c,profit_M,bc_Mt,bc300_Mt,bc500_Mt,cc_Mt,seg_H,seg_M,seg_L,sink_Mt,ghg_Mt,gap,status
200.0,5861.261516342171,4.800000039999506,1.9879539612225166,2.812046078776989,27.710384482776607,800000.0199999999,1.49999999e6,2.5000000299999295e6,2.938713805633597e-7,-4.715791126135294,NaN,TIME_LIMIT
