p_c,profit_M,bc_Mt,bc300_Mt,bc500_Mt,cc_Mt,seg_H,seg_M,seg_L,sink_Mt,ghg_Mt,gap,status
100.0,3096.9538007134734,4.799493211008297,2.0570584793418627,2.742434731666434,27.59173708009901,800000.0199999999,1.4999999899999253e6,2.4994932010089722e6,4.3467178863060575e-7,-4.677457115315847,NaN,TIME_LIMIT
