p_c,profit_M,bc_Mt,bc300_Mt,bc500_Mt,cc_Mt,seg_H,seg_M,seg_L,sink_Mt,ghg_Mt,gap,status
0.0,500.12808585331305,1.899999999999009,1.4999999899993697,0.40000000999963914,9.61268201457581,400000.00999999995,1.49999999e6,8.483766578137875e-9,0.0,-1.5473352479887061,NaN,TIME_LIMIT
