p_c,profit_M,bc_Mt,bc300_Mt,bc500_Mt,cc_Mt,seg_H,seg_M,seg_L,sink_Mt,ghg_Mt,gap,status
50.0,1756.0245413139926,4.800000039999992,3.9965874063731595,0.8034126336268321,24.45692107926859,800000.0199999999,1.4999999899999998e6,2.5000000300000003e6,8.419282175140751e-10,-3.8150355413949653,0.013653256894944529,TIME_LIMIT
