node,product,inherent_value
1,1,113.31340840697716
1,2,47.88878169671656
1,3,-0.0
1,4,-0.0
1,5,-0.0
1,6,-0.0
1,7,-0.0
1,8,-0.0
1,9,-0.0
1,10,3.583322788650051
1,11,-0.0
1,12,-0.0
1,13,-0.0
2,1,98.51055983933637
2,2,32.06339159674254
2,3,-0.0
2,4,-0.0
2,5,-0.0
2,6,-0.0
2,7,-0.0
2,8,-0.0
2,9,-0.0
2,10,23.0
2,11,-0.0
2,12,-0.0
2,13,-0.0
3,1,115.77652193830123
3,2,57.22275059675526
3,3,-0.0
3,4,-0.0
3,5,-0.0
3,6,-0.0
3,7,-0.0
3,8,-0.0
3,9,-0.0
3,10,16.98577209106691
3,11,-0.0
3,12,-0.0
3,13,-0.0
4,1,98.22709826197666
4,2,31.779930019382835
4,3,-0.0
4,4,-0.0
4,5,-0.0
4,6,-0.0
4,7,-0.0
4,8,-0.0
4,9,-0.0
4,10,23.0
4,11,-0.0
4,12,-0.0
4,13,-0.0
5,1,117.84437568867068
5,2,41.25045516665722
5,3,-0.0
5,4,-0.0
5,5,-0.0
5,6,-0.0
5,7,-0.0
5,8,-0.0
5,9,-0.0
5,10,14.809067596335836
5,11,-0.0
5,12,-0.0
5,13,-0.0
6,1,119.42020447149653
6,2,47.4798187029954
6,3,-0.0
6,4,-0.0
6,5,-0.0
6,6,-0.0
6,7,-0.0
6,8,-0.0
6,9,-0.0
6,10,4.100218085766123
6,11,-0.0
6,12,-0.0
6,13,-0.0
7,1,115.93763891629199
7,2,43.81393796703877
7,3,-0.0
7,4,-0.0
7,5,-0.0
7,6,-0.0
7,7,-0.0
7,8,-0.0
7,9,-0.0
7,10,26.66864275678941
7,11,-0.0
7,12,-0.0
7,13,-0.0
8,1,116.93108008584153
8,2,36.38932801691948
8,3,-0.0
8,4,-0.0
8,5,-0.0
8,6,-0.0
8,7,-0.0
8,8,-0.0
8,9,-0.0
8,10,8.049220780151455
8,11,-0.0
8,12,-0.0
8,13,-0.0
9,1,122.39179020609342
9,2,62.54934225880249
9,3,-0.0
9,4,-0.0
9,5,-0.0
9,6,-0.0
9,7,-0.0
9,8,-0.0
9,9,-0.0
9,10,15.48893427818414
9,11,-0.0
9,12,-0.0
9,13,-0.0
10,1,118.30671180549155
10,2,56.84316151618608
10,3,-0.0
10,4,-0.0
10,5,-0.0
10,6,-0.0
10,7,-0.0
10,8,-0.0
10,9,-0.0
10,10,23.0
10,11,-0.0
10,12,-0.0
10,13,-0.0
11,1,116.27270676682406
11,2,34.96541680719341
11,3,-0.0
11,4,-0.0
11,5,-0.0
11,6,-0.0
11,7,-0.0
11,8,-0.0
11,9,-0.0
11,10,-0.0
11,11,-0.0
11,12,-0.0
11,13,-0.0
12,1,115.23264079922981
12,2,30.021869531019618
12,3,-0.0
12,4,-0.0
12,5,-0.0
12,6,-0.0
12,7,-0.0
12,8,-0.0
12,9,-0.0
12,10,-0.0
12,11,-0.0
12,12,-0.0
12,13,-0.0
13,1,124.08634798182096
13,2,28.295377815941748
13,3,-0.0
13,4,-0.0
13,5,-0.0
13,6,-0.0
13,7,-0.0
13,8,-0.0
13,9,-0.0
13,10,-0.0
13,11,-0.0
13,12,-0.0
13,13,-0.0
14,1,127.91587707905911
14,2,31.7424690040595
14,3,-0.0
14,4,-0.0
14,5,-0.0
14,6,-0.0
14,7,-0.0
14,8,-0.0
14,9,-0.0
14,10,-0.0
14,11,-0.0
14,12,-0.0
14,13,-0.0
15,1,112.30699483399283
15,2,27.186421607008356
15,3,-0.0
15,4,-0.0
15,5,-0.0
15,6,-0.0
15,7,-0.0
15,8,-0.0
15,9,-0.0
15,10,17.51525919611239
15,11,-0.0
15,12,-0.0
15,13,-0.0
16,1,104.84740144602397
16,2,36.10326247425694
16,3,-0.0
16,4,-0.0
16,5,-0.0
16,6,-0.0
16,7,-0.0
16,8,-0.0
16,9,-0.0
16,10,30.992520411619367
16,11,-0.0
16,12,-0.0
16,13,-0.0
17,1,127.95695592914085
17,2,60.99400949943566
17,3,-0.0
17,4,-0.0
17,5,-0.0
17,6,-0.0
17,7,-0.0
17,8,-0.0
17,9,-0.0
17,10,9.92376855513671
17,11,-0.0
17,12,-0.0
17,13,-0.0
18,1,120.40076552100706
18,2,52.832646603524616
18,3,-0.0
18,4,-0.0
18,5,-0.0
18,6,-0.0
18,7,-0.0
18,8,-0.0
18,9,-0.0
18,10,10.981799277454707
18,11,-0.0
18,12,-0.0
18,13,-0.0
19,1,112.04602367797432
19,2,36.58121575521747
19,3,-0.0
19,4,-0.0
19,5,-0.0
19,6,-0.0
19,7,-0.0
19,8,-0.0
19,9,-0.0
19,10,19.358447361299437
19,11,-0.0
19,12,-0.0
19,13,-0.0
20,1,117.9363374183072
20,2,34.64615641343159
20,3,-0.0
20,4,-0.0
20,5,-0.0
20,6,-0.0
20,7,-0.0
20,8,-0.0
20,9,-0.0
20,10,-0.0
20,11,-0.0
