p_c,profit,emis,bc,cc,bc300,bc500,gap,status
100.0,775.4369104981189,1190.71749986732,2.225053382061849,3.6079366942786213,4.769698716700105e-13,2.2250533820613723,0.03913055092107371,TIME_LIMIT
200.0,1141.0792325858254,1203.7175408626458,2.2472689755144737,3.6444317368173897,0.0,2.2472689755144737,0.028273132943971713,TIME_LIMIT
