decomp,perm_mult,profit,bc,cc,bc300,bc500,net_Mt,status
0.5,0.8,708.3026833049092,2.3000000099999998,0.0,2.3000000099999998,0.0,-1.5951027209433026,OPTIMAL
0.5,1.0,708.3026833049092,2.3000000099999998,0.0,2.3000000099999998,0.0,-1.5951027209433026,OPTIMAL
0.5,1.2,708.3026833049092,2.3000000099999998,0.0,2.3000000099999998,0.0,-1.5951027209433026,OPTIMAL
0.7,0.8,708.3026833049092,2.3000000099999998,0.0,2.3000000099999998,0.0,-1.5951027209433026,OPTIMAL
0.7,1.0,708.3026833049092,2.3000000099999998,0.0,2.3000000099999998,0.0,-1.5951027209433026,OPTIMAL
0.7,1.2,708.3026833049092,2.3000000099999998,0.0,2.3000000099999998,0.0,-1.5951027209433026,OPTIMAL
0.9,0.8,708.3026833049092,2.3000000099999998,0.0,2.3000000099999998,0.0,-1.5951027209433026,OPTIMAL
0.9,1.0,708.3026833049092,2.3000000099999998,0.0,2.3000000099999998,0.0,-1.5951027209433026,OPTIMAL
0.9,1.2,708.3026833049092,2.3000000099999998,0.0,2.3000000099999998,0.0,-1.5951027209433026,OPTIMAL
