p_c,profit_M,bc_Mt,cc_Mt,cc_sold_Mt,wet_Mt,seg_H,seg_M,seg_L,sink_Mt,bc_300_Mt,bc_500_Mt,ghg_Mt,baseline_Mt,gap,status
25.0,996.0485634266748,2.719260721287767,12.837413833786496,12.83741383378845,8.369668568413926,800000.0199999999,1.49999999e6,419260.71128840133,1.074658939614892e-8,2.719260721287767,0.0,-1.869333167014148,10.941964389095748,0.019251719536789183,TIME_LIMIT
50.0,1330.5462564174081,2.8368685872873143,13.45584450039636,13.455844500396386,8.862007838698144,800000.0199999999,1.49999999e6,536868.5772872666,0.0,2.8368685872871833,1.2987905234330484e-13,-1.9470506028856074,11.480737334248364,0.01783110902219707,TIME_LIMIT
