cap_net,profit,net,bc,bc300,bc500,gap,runtime_s,status,mac_fd_dollar_per_t
-1600.0,708.4573673568159,-1600.000000000001,2.303865356874254,2.303865356874254,0.0,0.0063,900.5,TIME_LIMIT,NaN
-1700.0,697.4555305414515,-1699.9999999999882,2.4598408873868665,2.4598408873866777,1.884273890601959e-13,0.0151,900.9,TIME_LIMIT,110.01836815364413
-1800.0,685.9698725029017,-1799.9999999999948,2.608976340435425,2.608976340435159,2.6609874144710436e-13,0.0236,901.7,TIME_LIMIT,114.85658038549786
-1900.0,653.5811667388839,-1900.0110551550172,2.685227688911429,2.555626338272265,0.12960135063916375,0.0555,900.7,TIME_LIMIT,323.887057640178
-2000.0,620.3874609608666,-2000.0000000000234,2.5640862685676726,2.013225597831628,0.5508606707360444,0.0859,900.6,TIME_LIMIT,331.9370577801726
-2100.0,605.8154995050688,-2099.999999999991,2.546688139686625,1.7710290951024663,0.7756590445841585,0.0775,900.6,TIME_LIMIT,145.71961455797805
-2200.0,579.8960605780196,-2200.000000000145,2.475267820362639,1.3538878479678758,1.1213799723947628,0.0851,900.6,TIME_LIMIT,259.19438927049214
