cap_net,profit,net,bc,pi,status
-2000.0,NaN,NaN,NaN,NaN,INFEASIBLE_OR_UNBOUNDED
-1000.0,708.3026833049092,-1595.1027209433025,2.3000000099999998,-0.0,OPTIMAL
0.0,708.3026833049092,-1595.1027209433025,2.3000000099999998,-0.0,OPTIMAL
500.0,708.3026833049092,-1595.1027209433025,2.3000000099999998,-0.0,OPTIMAL
1000.0,708.3026833049092,-1595.1027209433025,2.3000000099999998,-0.0,OPTIMAL
