p_c,profit,emis,bc,cc,bc300,bc500,net_Mt,seg_H,seg_M,seg_L,sink_Mt,rev_bc_M,credit_rev_M,tax_M,farmgate_M,opex_M,transport_M,capex_M,gap,status
50.0,653.2923486234926,1002.6481325309447,2.3000000100001388,3.864497190010128e-13,2.3000000099999247,2.190023493859261e-13,-1.5952475141343354,0.8000000199999999,1.49999999,7.189540146531439e-13,0.0,1390.0000110001793,2.0315977084150446e-11,55.13913159561849,322.0960466841624,227.7150346221978,36.17119947472923,95.58625,0.012549817316914373,TIME_LIMIT
100.0,771.6686384190713,1200.8436873537437,2.2378116267109656,3.6303958031806336,-1.5366822481155396e-16,2.2378116267109665,-2.545846138699882,0.8000000199999999,1.4378116067109648,0.0,0.0,1358.9058193554827,363.0395803180635,74.9586870778979,398.2533035730003,289.4672025664667,63.25906803711006,124.3385,0.045735198947344735,TIME_LIMIT
150.0,955.3229993992502,1201.2080573492915,2.2394053285055735,3.632864542345442,4.441093187779188e-13,2.239405328505129,-2.5480333984726826,0.8000000199999999,1.4394053085056753,2.1464074961841106e-16,0.0,1359.7026702528376,544.9296813518172,74.99512407745215,398.54902388309654,289.68516950494325,61.365534739910764,124.7145,0.03541643700046192,TIME_LIMIT
200.0,1138.3095212188737,1202.817977573288,2.2432035250004394,3.63922382732059,0.0,2.2432035250004394,-2.552980142263956,0.8000000199999999,1.443203505000453,1.0550138540565968e-16,0.0,1361.6017685002264,727.8447654641182,75.15611609985253,399.1750016980028,290.19898922013505,60.552898346480454,126.05400738100087,0.03075587032829849,TIME_LIMIT
