p_c,profit_M,bc_Mt,cc_Mt,cc_sold_Mt,wet_Mt,seg_H,seg_M,seg_L,sink_Mt,bc_300_Mt,bc_500_Mt,ghg_Mt,baseline_Mt,rev_bc_M,credit_rev_M,farmgate_M,opex_M,transport_M,capex_M,gap,status
0.0,708.5712809116363,2.3000000099882927,10.772557273262692,10.772557273262702,6.913872621621901,800000.0199999999,1.49999999e6,7.167182047851384e-8,0.0,2.300000009985914,2.3784011876228463e-12,-1.5952608319673014,9.153930036859139,1390.0000110000178,0.0,322.0960466813074,227.71503462222978,36.30164878484441,95.316,0.00932259536749601,TIME_LIMIT
25.0,988.465594510389,2.5923334918797853,12.216890116056158,12.216890116056133,7.939656930682863,800000.0199999999,1.49999999e6,292333.4818800522,1.7168928789417257e-8,2.5923334918795367,2.686181193709684e-13,-1.7851356071268387,10.404737242221184,1463.0833814700134,305.4222529014033,361.82476387003925,260.69452534200434,45.47275064828452,112.04800000069929,0.029631236967547592,TIME_LIMIT
50.0,1321.0760547770976,2.832047329127338,13.453147778897684,13.453147778897685,8.853464049999998,800000.0199999999,1.49999999e6,532047.3191273393,1.4551915228366852e-11,2.8170087687694436,0.015038560357894758,-1.94644868883731,11.474888259910001,1523.0118407818347,672.6573889448842,398.47231451300036,289.5271681183001,58.260192318321124,128.3335,0.02675300480059029,TIME_LIMIT
100.0,2004.026783231916,2.853758122470172,13.564558116929515,13.564558116929515,8.937954632607951,800000.0199999999,1.49999999e6,553758.1124711133,1.477709627253725e-8,2.838719562112116,0.01503856035805428,-1.962134685673841,11.572124664316929,1528.4395391177788,1356.4558116929513,401.8083820119443,292.17891751438714,54.2707680521109,132.61050000037133,0.016184612534591712,TIME_LIMIT
150.0,2682.637688470512,2.8532164894420005,13.565085316936846,13.5650853169372,8.937954632608877,800000.0199999999,1.49999999e6,553216.4794429824,2.1100277081131935e-9,2.836146805231474,0.017069684210526317,-1.9629972764778865,11.572124664318167,1528.3041308607458,2034.76279754058,401.8083820119804,292.1789175143213,53.549440404513106,132.89249999999998,0.012114164568452272,TIME_LIMIT
200.0,3360.919920131447,2.8532167102525023,13.56508655418575,13.565086554185696,8.937955679999126,800000.0199999999,1.49999999e6,553216.7002526979,8.923611309199886e-8,2.836147025985044,0.01706968426743903,-1.9629886360468378,11.572125746376905,1528.3041860631765,2713.017310837139,401.8084061019739,292.1789485031796,53.61571610855475,132.79850605515742,0.011074152267135524,TIME_LIMIT
