p_c,profit,emis,bc,cc,bc300,bc500,net_Mt,seg_H,seg_M,seg_L,sink_Mt,rev_bc_M,credit_rev_M,tax_M,farmgate_M,opex_M,transport_M,capex_M,gap,status
200.0,1142.7703270708676,1207.8527881037396,2.2561329514992603,3.659747444016403,1.7243903130292847e-13,2.2561329514990875,-2.569140864974569,0.8000000199999999,1.4561329314993248,0.0,0.0,1368.0664817496624,731.9494888032756,75.65959715289644,401.8083820120149,292.1789175143915,55.10574680276259,132.493,0.02397516848490346,TIME_LIMIT
100.0,779.0885961126752,1190.177895447851,2.228858462985536,3.6168448092586205,4.2635947465896633e-13,2.22885846298511,-2.5424951900759996,0.8000000199999999,1.428858442985603,0.0,0.0,1354.4292374928016,361.68448092586175,73.89210788730797,396.5190775930627,288.30571484167683,50.69147198393891,127.61675,0.03408047923305103,TIME_LIMIT
