p_c,profit_M,bc_Mt,cc_Mt,cc_sold_Mt,wet_Mt,seg_H,seg_M,seg_L,sink_Mt,bc_300_Mt,bc_500_Mt,ghg_Mt,baseline_Mt,gap,status
200.0,2329.0858140319506,2.8346301598568724,8.440510085465705,8.440510085465709,8.937955679999183,800000.0199999999,1.49999999e6,534630.1498574838,3.209170245099813e-7,2.7478609116069395,0.08676924824993215,-1.9804523383299206,11.572125746376958,0.0169787086381519,TIME_LIMIT
