r1,r2,r3,profit,emis,bc,nT1,nT2,gap,status
25.0,50.0,100.0,653.2464969601199,1002.6910764974862,2.300000009999984,80,38,0.010572702536864258,TIME_LIMIT
50.0,100.0,200.0,598.2944817565341,998.0734187300483,2.3000000099998115,75,39,0.012386682633072068,TIME_LIMIT
25.0,25.0,25.0,683.2375005655692,1002.0480601434837,2.3000000099994997,78,40,0.011559269981826211,TIME_LIMIT
