mode,p_allow,profit,emis,bc,surplus,status
grandfather,30.0,708.3026833049089,1002.792925721697,2.3000000099999998,0.0,OPTIMAL
grandfather,80.0,708.302844898556,1002.7859528135557,2.3000000099999998,0.006972908141255379,OPTIMAL
benchmark,30.0,708.3026833049096,1002.792925721697,2.3000000099999998,0.0,OPTIMAL
benchmark,80.0,708.3026965488773,1002.7911936826222,2.3000000099999998,0.001732039074778557,OPTIMAL
