p_c,profit_M,bc_Mt,bc300_Mt,bc500_Mt,cc_Mt,seg_H,seg_M,seg_L,sink_Mt,ghg_Mt,gap,status
0.0,637.0784604625326,2.3000000100000015,1.4999999900000016,0.8000000199999998,11.999160319031283,800000.0199999999,1.49999999e6,0.0,0.0,-1.9459743975148331,NaN,TIME_LIMIT
