p_c,profit_M,bc_Mt,bc300_Mt,bc500_Mt,cc_Mt,seg_H,seg_M,seg_L,sink_Mt,ghg_Mt,gap,status
0.0,637.6165824086091,2.300000009999003,1.4999999899994125,0.8000000199995901,11.998525423622866,800000.0199999999,1.49999999e6,6.548089004354551e-8,0.0,-1.9465323112121788,0.02341311800901014,TIME_LIMIT
