p_c,profit_M,bc_Mt,bc300_Mt,bc500_Mt,cc_Mt,seg_H,seg_M,seg_L,sink_Mt,ghg_Mt,gap,status
0.0,744.8127243709049,2.5211378991667157,1.321137869167051,1.2000000299996647,13.808633352777019,1.20000003e6,1.3211378691676205e6,1.7864294932223856e-7,0.0,-2.2697766712386036,NaN,TIME_LIMIT
