p_c,profit_M,bc_Mt,bc300_Mt,bc500_Mt,cc_Mt,emis_kt,status,gap
100.0,784.2581271254074,2.238125627540104,3.954477142542614e-13,2.238125627539709,3.6308989483210468,1194.8865235536293,TIME_LIMIT,0.027288124986809804
150.0,965.9902074377812,2.2396332695623835,1.535829067290099e-13,2.23963326956223,3.633207814675467,1195.8820440519999,TIME_LIMIT,0.02326805564306542
