p_c,profit_M,bc_Mt,bc300_Mt,bc500_Mt,cc_Mt,emis_kt,status,gap
50.0,641.3479267232443,2.3000000099995908,1.4999999899998913,0.8000000199996997,1.2869948201961157,1078.699806584259,TIME_LIMIT,0.03085217121785733
100.0,775.6860158028841,2.2287340137372964,0.0,2.2287340137372964,3.616624645970519,1192.9223612098147,TIME_LIMIT,0.041767821873757015
150.0,961.3563580591302,2.239633269561959,9.122106636166583e-14,2.2396332695618675,3.6332078146749436,1198.4625443571285,TIME_LIMIT,0.032473138405269754
200.0,1144.4323362089249,2.2449271644437045,1.464167144149542e-13,2.2449271644435584,3.6425078154907577,1202.1959038994776,TIME_LIMIT,0.027547630816974894
