p_c,profit_M,bc_Mt,bc300_Mt,bc500_Mt,cc_Mt,seg_H,seg_M,seg_L,sink_Mt,ghg_Mt,gap,status
0.0,481.2930324837384,1.8999999999997406,1.4957712000005592,0.4042287999991813,9.373476120734965,400000.0099999998,1.49999999e6,9.493089173123084e-7,3.957560041794356e-8,-1.5048924987986732,NaN,TIME_LIMIT
