p_c,profit_M,bc_Mt,cc_Mt,cc_sold_Mt,wet_Mt,seg_H,seg_M,seg_L,sink_Mt,bc_300_Mt,bc_500_Mt,ghg_Mt,baseline_Mt,gap,status
200.0,4833.77150435592,4.754932707810172,22.659304567744705,22.659304567744687,17.28230224999909,800000.0199999999,1.49999999e6,2.454932697810191e6,1.858576889012331e-10,1.773884133322654,2.981048574487522,-4.77443548241151,22.934839759664865,0.016728678022083946,TIME_LIMIT
