p_c,profit,emis,bc,cc,bc300,bc500,net_Mt,seg_H,seg_M,seg_L,sink_Mt,rev_bc_M,credit_rev_M,tax_M,farmgate_M,opex_M,transport_M,capex_M,gap,status
150.0,1163.751373338861,2045.7471223828252,3.9391646635000055,6.505963641066552,0.0,3.9391646635000055,-4.664974522170042,0.8000000199999999,1.49999999,1.6391646534999997,8.36735125631094e-17,1799.7911743749996,975.894546159982,160.32874701148006,709.7505594299998,494.24372156773296,47.35606918690845,200.25525,0.015899757892937214,TIME_LIMIT
200.0,1504.0934773358392,2244.9156851547305,4.2593877637938675,7.054317580744143,0.0,4.2593877637938675,-5.030803336260467,0.8000000199999999,1.49999999,1.9593877537938622,2.0336301531642677e-15,1879.8469494484652,1410.863516148828,180.24560328867054,771.8237215249997,547.985607438668,59.9868060091163,226.57525,0.021805249369346944,TIME_LIMIT
