cap_kt,profit_M,pi_dollar_per_t,pi_at_minus50,pi_at_plus50,bracket_pct,status
983.243671706722,735.7426312756336,-0.0,-490.50056014042195,-0.0,4.9050056014042195e13,OPTIMAL
963.5787982725875,726.545146165436,-478.3320133674458,-498.16244388533096,-0.0,104.1457460432722,OPTIMAL
934.081488121386,712.2739604668568,-490.50056014042195,-516.4320098962095,-0.0,105.28673193530376,OPTIMAL
884.9193045360498,687.6061512025434,-515.041782250832,-563.8388032671976,-490.50056014042195,14.239280317467326,OPTIMAL
786.5949373653776,632.630695608988,-574.316508548548,-579.0698887212515,-563.8388032671976,2.6520368520394637,OPTIMAL
688.2705701947053,575.515184832248,-588.8367607100025,-596.811396529183,-579.0698887212515,3.012975580284644,OPTIMAL
