p_c,profit_M,bc_Mt,cc_Mt,cc_sold_Mt,wet_Mt,seg_H,seg_M,seg_L,sink_Mt,bc_300_Mt,bc_500_Mt,ghg_Mt,baseline_Mt,gap,status
100.0,3095.5181204321066,4.801334019385321,27.66874106520014,27.668741065200866,17.26385106999932,800000.0199999999,1.49999999e6,2.5000000300000003e6,1333.979386737603,2.0163632282650803,2.7849707911202453,-4.702577260377102,22.909469632749317,0.018843023822868784,TIME_LIMIT
