p_c,profit_M,bc_Mt,cc_Mt,cc_sold_Mt,wet_Mt,seg_H,seg_M,seg_L,sink_Mt,bc_300_Mt,bc_500_Mt,ghg_Mt,baseline_Mt,gap,status
25.0,1190.7950060870462,4.787301200000001,22.99042250038495,22.990422500385364,14.217943279457357,800000.0199999999,1.49999999e6,2.4873011900010896e6,7.639755494892597e-11,4.787301200000001,0.0,-3.431166125285189,19.52338507388727,0.011412891733830715,TIME_LIMIT
50.0,1768.053960514424,4.8000000399996,23.14495553654977,23.14495553654976,14.415567401092805,800000.0199999999,1.49999999e6,2.5000000300000003e6,6.803020369261503e-9,4.782456197894336,0.01754384210526316,-3.451396889958986,19.657898855661468,0.010575426548601795,TIME_LIMIT
