p_c,profit,emis,bc,cc,bc300,bc500,gap,status
150.0,1163.5326941837416,2026.9788396617207,3.906842250940433,6.451024364801177,1.7688726074993576e-13,3.9068422509402563,0.016902758003634322,TIME_LIMIT
200.0,1501.0161823374285,2238.5139479476325,4.2514234740507435,7.032926522694899,0.0,4.2514234740507435,0.024519039830999716,TIME_LIMIT
