p_c,profit,emis,bc,cc,bc300,bc500,gap,status
50.0,684.5537384988751,1025.3479456412172,2.300000009999888,0.8626000842112276,1.7987473784205432,0.5012526315793452,0.0048736384379627,OPTIMAL
100.0,873.2688960848252,1381.2721458081037,2.70924105563158,4.457983950524211,0.0,2.70924105563158,0.0046933570728723,OPTIMAL
150.0,1163.5326941837416,2026.9788396617207,3.906842250940433,6.451024364801177,1.768872607499358e-13,3.906842250940256,0.0169027580036343,TIME_LIMIT
200.0,1501.0161823374283,2238.5139479476325,4.251423474050744,7.032926522694899,0.0,4.251423474050744,0.0245190398309997,TIME_LIMIT
