n2o_mult,profit_M,bc_Mt,cc_Mt,net_Mt,bc500_Mt,status
0.5,2960.8376290811143,2.36544,11.13020484352941,-1.6939926232597124,0.0,OPTIMAL
1.0,2973.137917081114,2.36544,11.19170628352941,-1.6939926232597124,0.0,OPTIMAL
1.5,2985.438205081114,2.36544,11.253207723529414,-1.6939926232597124,0.0,OPTIMAL
