r1,r2,r3,profit,emis,bc,t1,t2,t3,status
25.0,50.0,100.0,681.6642293317637,983.243671706722,2.3000000099999998,393.2974686826888,294.9731015120165,294.973101512017,OPTIMAL
50.0,100.0,200.0,627.585827387894,983.243671706722,2.3000000099999998,393.2974686826888,294.9731015120165,294.973101512017,OPTIMAL
25.0,25.0,25.0,711.1615394829655,983.243671706722,2.3000000099999998,0.0,0.0,983.2436717067221,OPTIMAL
