p_c,profit,emis,bc,cc,bc300,bc500,gap,status
50.0,684.4836495905536,1026.057399533707,2.3000000099998803,0.8626000842107834,1.7987473784207897,0.501252631579084,0.0022356475152383454,OPTIMAL
200.0,1018.0777190363004,1185.7297213195584,2.3044127394433667,2.75462243213092,0.7140275385265114,1.5903852009168524,0.05983192935841355,TIME_LIMIT
