subclass_name,resource,fips,county,state,usdaregion,"County Square Miles",scenario_name,prod_source,price_offered,production_total,production_unit,production_energy_content,energy_content_unit,total_prod_density_dtpersqmi
"Other solid waste","Rubber and leather",55097,"Portage County",WI,"Lake States",822.82,"mature-market high",wastes,19.34,1872.00,dt,32760000000,BTU,2.28
"Other solid waste","Rubber and leather",55097,"Portage County",WI,"Lake States",822.82,"mature-market low",wastes,9.77,1872.00,dt,32760000000,BTU,2.28
"Other solid waste","Rubber and leather",55097,"Portage County",WI,"Lake States",822.82,"mature-market medium",wastes,9.77,1872.00,dt,32760000000,BTU,2.28
"Other solid waste","Rubber and leather",55097,"Portage County",WI,"Lake States",822.82,near-term,wastes,0,1867.00,dt,32672500000,BTU,2.27
"Other solid waste","Rubber and leather",55099,"Price County",WI,"Lake States",1278.04,Emerging,wastes,19.34,250.00,dt,4375000000,BTU,0.20
"Other solid waste","Rubber and leather",55099,"Price County",WI,"Lake States",1278.04,"mature-market high",wastes,19.34,250.00,dt,4375000000,BTU,0.20
"Other solid waste","Rubber and leather",55099,"Price County",WI,"Lake States",1278.04,"mature-market low",wastes,9.77,250.00,dt,4375000000,BTU,0.20
"Other solid waste","Rubber and leather",55099,"Price County",WI,"Lake States",1278.04,"mature-market medium",wastes,9.77,250.00,dt,4375000000,BTU,0.20
"Other solid waste","Rubber and leather",55099,"Price County",WI,"Lake States",1278.04,near-term,wastes,0,352.00,dt,6160000000,BTU,0.28
"Other solid waste","Rubber and leather",55101,"Racine County",WI,"Lake States",340.39,Emerging,wastes,19.34,4792.00,dt,83860000000,BTU,14.08
"Other solid waste","Rubber and leather",55101,"Racine County",WI,"Lake States",340.39,"mature-market high",wastes,19.34,4792.00,dt,83860000000,BTU,14.08
"Other solid waste","Rubber and leather",55101,"Racine County",WI,"Lake States",340.39,"mature-market low",wastes,9.77,4792.00,dt,83860000000,BTU,14.08
"Other solid waste","Rubber and leather",55101,"Racine County",WI,"Lake States",340.39,"mature-market medium",wastes,9.77,4792.00,dt,83860000000,BTU,14.08
"Other solid waste","Rubber and leather",55101,"Racine County",WI,"Lake States",340.39,near-term,wastes,0,5175.00,dt,90562500000,BTU,15.20
"Other solid waste","Rubber and leather",55103,"Richland County",WI,"Lake States",589.3,Emerging,wastes,19.34,313.00,dt,5477500000,BTU,0.53
"Other solid waste","Rubber and leather",55103,"Richland County",WI,"Lake States",589.3,"mature-market high",wastes,19.34,313.00,dt,5477500000,BTU,0.53
"Other solid waste","Rubber and leather",55103,"Richland County",WI,"Lake States",589.3,"mature-market low",wastes,9.77,313.00,dt,5477500000,BTU,0.53
"Other solid waste","Rubber and leather",55103,"Richland County",WI,"Lake States",589.3,"mature-market medium",wastes,9.77,313.00,dt,5477500000,BTU,0.53
"Other solid waste","Rubber and leather",55103,"Richland County",WI,"Lake States",589.3,near-term,wastes,0,459.00,dt,8032500000,BTU,0.78
"Other solid waste","Rubber and leather",55105,"Rock County",WI,"Lake States",726.16,Emerging,wastes,19.34,4002.00,dt,70035000000,BTU,5.51
"Other solid waste","Rubber and leather",55105,"Rock County",WI,"Lake States",726.16,"mature-market high",wastes,19.34,4002.00,dt,70035000000,BTU,5.51
"Other solid waste","Rubber and leather",55105,"Rock County",WI,"Lake States",726.16,"mature-market low",wastes,9.77,4002.00,dt,70035000000,BTU,5.51
"Other solid waste","Rubber and leather",55105,"Rock County",WI,"Lake States",726.16,"mature-market medium",wastes,9.77,4002.00,dt,70035000000,BTU,5.51
"Other solid waste","Rubber and leather",55105,"Rock County",WI,"Lake States",726.16,near-term,wastes,0,4293.00,dt,75127500000,BTU,5.91
"Other solid waste","Rubber and leather",55107,"Rusk County",WI,"Lake States",930.86,Emerging,wastes,19.34,241.00,dt,4217500000,BTU,0.26
"Other solid waste","Rubber and leather",55107,"Rusk County",WI,"Lake States",930.86,"mature-market high",wastes,19.34,241.00,dt,4217500000,BTU,0.26
"Other solid waste","Rubber and leather",55107,"Rusk County",WI,"Lake States",930.86,"mature-market low",wastes,9.77,241.00,dt,4217500000,BTU,0.26
"Other solid waste","Rubber and leather",55107,"Rusk County",WI,"Lake States",930.86,"mature-market medium",wastes,9.77,241.00,dt,4217500000,BTU,0.26
"Other solid waste","Rubber and leather",55107,"Rusk County",WI,"Lake States",930.86,near-term,wastes,0,372.00,dt,6510000000,BTU,0.40
"Other solid waste","Rubber and leather",55109,"St. Croix County",WI,"Lake States",735.19,Emerging,wastes,19.34,2595.00,dt,45412500000,BTU,3.53
"Other solid waste","Rubber and leather",55109,"St. Croix County",WI,"Lake States",735.19,"mature-market high",wastes,19.34,2595.00,dt,45412500000,BTU,3.53
"Other solid waste","Rubber and leather",55109,"St. Croix County",WI,"Lake States",735.19,"mature-market low",wastes,9.77,2595.00,dt,45412500000,BTU,3.53
"Other solid waste","Rubber and leather",55109,"St. Croix County",WI,"Lake States",735.19,"mature-market medium",wastes,9.77,2595.00,dt,45412500000,BTU,3.53
"Other solid waste","Rubber and leather",55109,"St. Croix County",WI,"Lake States",735.19,near-term,wastes,0,2364.00,dt,41370000000,BTU,3.22
"Other solid waste","Rubber and leather",55111,"Sauk County",WI,"Lake States",849.19,Emerging,wastes,19.34,1736.00,dt,30380000000,BTU,2.04
"Other solid waste","Rubber and leather",55111,"Sauk County",WI,"Lake States",849.19,"mature-market high",wastes,19.34,1736.00,dt,30380000000,BTU,2.04
"Other solid waste","Rubber and leather",55111,"Sauk County",WI,"Lake States",849.19,"mature-market low",wastes,9.77,1736.00,dt,30380000000,BTU,2.04
"Other solid waste","Rubber and leather",55111,"Sauk County",WI,"Lake States",849.19,"mature-market medium",wastes,9.77,1736.00,dt,30380000000,BTU,2.04
"Other solid waste","Rubber and leather",55111,"Sauk County",WI,"Lake States",849.19,near-term,wastes,0,1695.00,dt,29662500000,BTU,2.00
"Other solid waste","Rubber and leather",55113,"Sawyer County",WI,"Lake States",1350.24,Emerging,wastes,19.34,305.00,dt,5337500000,BTU,0.23
"Other solid waste","Rubber and leather",55113,"Sawyer County",WI,"Lake States",1350.24,"mature-market high",wastes,19.34,305.00,dt,5337500000,BTU,0.23
"Other solid waste","Rubber and leather",55113,"Sawyer County",WI,"Lake States",1350.24,"mature-market low",wastes,9.77,305.00,dt,5337500000,BTU,0.23
"Other solid waste","Rubber and leather",55113,"Sawyer County",WI,"Lake States",1350.24,"mature-market medium",wastes,9.77,305.00,dt,5337500000,BTU,0.23
"Other solid waste","Rubber and leather",55113,"Sawyer County",WI,"Lake States",1350.24,near-term,wastes,0,434.00,dt,7595000000,BTU,0.32
"Other solid waste","Rubber and leather",55115,"Shawano County",WI,"Lake States",909.4,Emerging,wastes,19.34,787.00,dt,13772500000,BTU,0.87
"Other solid waste","Rubber and leather",55115,"Shawano County",WI,"Lake States",909.4,"mature-market high",wastes,19.34,787.00,dt,13772500000,BTU,0.87
"Other solid waste","Rubber and leather",55115,"Shawano County",WI,"Lake States",909.4,"mature-market low",wastes,9.77,787.00,dt,13772500000,BTU,0.87
"Other solid waste","Rubber and leather",55115,"Shawano County",WI,"Lake States",909.4,"mature-market medium",wastes,9.77,787.00,dt,13772500000,BTU,0.87
"Other solid waste","Rubber and leather",55115,"Shawano County",WI,"Lake States",909.4,near-term,wastes,0,1075.00,dt,18812500000,BTU,1.18
"Other solid waste","Rubber and leather",55117,"Sheboygan County",WI,"Lake States",517.64,Emerging,wastes,19.34,2802.00,dt,49035000000,BTU,5.41
"Other solid waste","Rubber and leather",55117,"Sheboygan County",WI,"Lake States",517.64,"mature-market high",wastes,19.34,2802.00,dt,49035000000,BTU,5.41
"Other solid waste","Rubber and leather",55117,"Sheboygan County",WI,"Lake States",517.64,"mature-market low",wastes,9.77,2802.00,dt,49035000000,BTU,5.41
"Other solid waste","Rubber and leather",55117,"Sheboygan County",WI,"Lake States",517.64,"mature-market medium",wastes,9.77,2802.00,dt,49035000000,BTU,5.41
"Other solid waste","Rubber and leather",55117,"Sheboygan County",WI,"Lake States",517.64,near-term,wastes,0,3037.00,dt,53147500000,BTU,5.87
"Other solid waste","Rubber and leather",55119,"Taylor County",WI,"Lake States",984.56,Emerging,wastes,19.34,406.00,dt,7105000000,BTU,0.41
"Other solid waste","Rubber and leather",55119,"Taylor County",WI,"Lake States",984.56,"mature-market high",wastes,19.34,406.00,dt,7105000000,BTU,0.41
"Other solid waste","Rubber and leather",55119,"Taylor County",WI,"Lake States",984.56,"mature-market low",wastes,9.77,406.00,dt,7105000000,BTU,0.41
"Other solid waste","Rubber and leather",55119,"Taylor County",WI,"Lake States",984.56,"mature-market medium",wastes,9.77,406.00,dt,7105000000,BTU,0.41
"Other solid waste","Rubber and leather",55119,"Taylor County",WI,"Lake States",984.56,near-term,wastes,0,537.00,dt,9397500000,BTU,0.55
"Other solid waste","Rubber and leather",55121,"Trempealeau County",WI,"Lake States",741.98,Emerging,wastes,19.34,843.00,dt,14752500000,BTU,1.14
"Other solid waste","Rubber and leather",55121,"Trempealeau County",WI,"Lake States",741.98,"mature-market high",wastes,19.34,843.00,dt,14752500000,BTU,1.14
"Other solid waste","Rubber and leather",55121,"Trempealeau County",WI,"Lake States",741.98,"mature-market low",wastes,9.77,843.00,dt,14752500000,BTU,1.14
"Other solid waste","Rubber and leather",55121,"Trempealeau County",WI,"Lake States",741.98,"mature-market medium",wastes,9.77,843.00,dt,14752500000,BTU,1.14
"Other solid waste","Rubber and leather",55121,"Trempealeau County",WI,"Lake States",741.98,near-term,wastes,0,777.00,dt,13597500000,BTU,1.05
"Other solid waste","Rubber and leather",55123,"Vernon County",WI,"Lake States",816.38,Emerging,wastes,19.34,733.00,dt,12827500000,BTU,0.90
"Other solid waste","Rubber and leather",55123,"Vernon County",WI,"Lake States",816.38,"mature-market high",wastes,19.34,733.00,dt,12827500000,BTU,0.90
"Other solid waste","Rubber and leather",55123,"Vernon County",WI,"Lake States",816.38,"mature-market low",wastes,9.77,733.00,dt,12827500000,BTU,0.90
"Other solid waste","Rubber and leather",55123,"Vernon County",WI,"Lake States",816.38,"mature-market medium",wastes,9.77,733.00,dt,12827500000,BTU,0.90
"Other solid waste","Rubber and leather",55123,"Vernon County",WI,"Lake States",816.38,near-term,wastes,0,811.00,dt,14192500000,BTU,0.99
"Other solid waste","Rubber and leather",55125,"Vilas County",WI,"Lake States",1017.72,Emerging,wastes,19.34,411.00,dt,7192500000,BTU,0.40
"Other solid waste","Rubber and leather",55125,"Vilas County",WI,"Lake States",1017.72,"mature-market high",wastes,19.34,411.00,dt,7192500000,BTU,0.40
"Other solid waste","Rubber and leather",55125,"Vilas County",WI,"Lake States",1017.72,"mature-market low",wastes,9.77,411.00,dt,7192500000,BTU,0.40
"Other solid waste","Rubber and leather",55125,"Vilas County",WI,"Lake States",1017.72,"mature-market medium",wastes,9.77,411.00,dt,7192500000,BTU,0.40
"Other solid waste","Rubber and leather",55125,"Vilas County",WI,"Lake States",1017.72,near-term,wastes,0,578.00,dt,10115000000,BTU,0.57
"Other solid waste","Rubber and leather",55127,"Walworth County",WI,"Lake States",576.6,Emerging,wastes,19.34,2712.00,dt,47460000000,BTU,4.70
"Other solid waste","Rubber and leather",55127,"Walworth County",WI,"Lake States",576.6,"mature-market high",wastes,19.34,2712.00,dt,47460000000,BTU,4.70
"Other solid waste","Rubber and leather",55127,"Walworth County",WI,"Lake States",576.6,"mature-market low",wastes,9.77,2712.00,dt,47460000000,BTU,4.70
"Other solid waste","Rubber and leather",55127,"Walworth County",WI,"Lake States",576.6,"mature-market medium",wastes,9.77,2712.00,dt,47460000000,BTU,4.70
"Other solid waste","Rubber and leather",55127,"Walworth County",WI,"Lake States",576.6,near-term,wastes,0,2729.00,dt,47757500000,BTU,4.73
"Other solid waste","Rubber and leather",55129,"Washburn County",WI,"Lake States",853.32,Emerging,wastes,19.34,267.00,dt,4672500000,BTU,0.31
"Other solid waste","Rubber and leather",55129,"Washburn County",WI,"Lake States",853.32,"mature-market high",wastes,19.34,267.00,dt,4672500000,BTU,0.31
"Other solid waste","Rubber and leather",55129,"Washburn County",WI,"Lake States",853.32,"mature-market low",wastes,9.77,267.00,dt,4672500000,BTU,0.31
"Other solid waste","Rubber and leather",55129,"Washburn County",WI,"Lake States",853.32,"mature-market medium",wastes,9.77,267.00,dt,4672500000,BTU,0.31
"Other solid waste","Rubber and leather",55129,"Washburn County",WI,"Lake States",853.32,near-term,wastes,0,417.00,dt,7297500000,BTU,0.49
"Other solid waste","Rubber and leather",55131,"Washington County",WI,"Lake States",435.66,Emerging,wastes,19.34,3464.00,dt,60620000000,BTU,7.95
"Other solid waste","Rubber and leather",55131,"Washington County",WI,"Lake States",435.66,"mature-market high",wastes,19.34,3464.00,dt,60620000000,BTU,7.95
"Other solid waste","Rubber and leather",55131,"Washington County",WI,"Lake States",435.66,"mature-market low",wastes,9.77,3464.00,dt,60620000000,BTU,7.95
"Other solid waste","Rubber and leather",55131,"Washington County",WI,"Lake States",435.66,"mature-market medium",wastes,9.77,3464.00,dt,60620000000,BTU,7.95
"Other solid waste","Rubber and leather",55131,"Washington County",WI,"Lake States",435.66,near-term,wastes,0,3570.00,dt,62475000000,BTU,8.19
"Other solid waste","Rubber and leather",55133,"Waukesha County",WI,"Lake States",580.54,Emerging,wastes,19.34,10952.00,dt,191660000000,BTU,18.87
"Other solid waste","Rubber and leather",55133,"Waukesha County",WI,"Lake States",580.54,"mature-market high",wastes,19.34,10952.00,dt,191660000000,BTU,18.87
"Other solid waste","Rubber and leather",55133,"Waukesha County",WI,"Lake States",580.54,"mature-market low",wastes,9.77,10952.00,dt,191660000000,BTU,18.87
"Other solid waste","Rubber and leather",55133,"Waukesha County",WI,"Lake States",580.54,"mature-market medium",wastes,9.77,10952.00,dt,191660000000,BTU,18.87
"Other solid waste","Rubber and leather",55133,"Waukesha County",WI,"Lake States",580.54,near-term,wastes,0,10609.00,dt,185657500000,BTU,18.27
"Other solid waste","Rubber and leather",55135,"Waupaca County",WI,"Lake States",765.17,Emerging,wastes,19.34,1166.00,dt,20405000000,BTU,1.52
"Other solid waste","Rubber and leather",55135,"Waupaca County",WI,"Lake States",765.17,"mature-market high",wastes,19.34,1166.00,dt,20405000000,BTU,1.52
"Other solid waste","Rubber and leather",55135,"Waupaca County",WI,"Lake States",765.17,"mature-market low",wastes,9.77,1166.00,dt,20405000000,BTU,1.52
"Other solid waste","Rubber and leather",55135,"Waupaca County",WI,"Lake States",765.17,"mature-market medium",wastes,9.77,1166.00,dt,20405000000,BTU,1.52
"Other solid waste","Rubber and leather",55135,"Waupaca County",WI,"Lake States",765.17,near-term,wastes,0,1348.00,dt,23590000000,BTU,1.76
"Other solid waste","Rubber and leather",55137,"Waushara County",WI,"Lake States",637.4,Emerging,wastes,19.34,451.00,dt,7892500000,BTU,0.71
"Other solid waste","Rubber and leather",55137,"Waushara County",WI,"Lake States",637.4,"mature-market high",wastes,19.34,451.00,dt,7892500000,BTU,0.71
"Other solid waste","Rubber and leather",55137,"Waushara County",WI,"Lake States",637.4,"mature-market low",wastes,9.77,451.00,dt,7892500000,BTU,0.71
"Other solid waste","Rubber and leather",55137,"Waushara County",WI,"Lake States",637.4,"mature-market medium",wastes,9.77,451.00,dt,7892500000,BTU,0.71
"Other solid waste","Rubber and leather",55137,"Waushara County",WI,"Lake States",637.4,near-term,wastes,0,640.00,dt,11200000000,BTU,1.00
"Other solid waste","Rubber and leather",55139,"Winnebago County",WI,"Lake States",578.57,Emerging,wastes,19.34,4792.00,dt,83860000000,BTU,8.28
"Other solid waste","Rubber and leather",55139,"Winnebago County",WI,"Lake States",578.57,"mature-market high",wastes,19.34,4792.00,dt,83860000000,BTU,8.28
"Other solid waste","Rubber and leather",55139,"Winnebago County",WI,"Lake States",578.57,"mature-market low",wastes,9.77,4792.00,dt,83860000000,BTU,8.28
"Other solid waste","Rubber and leather",55139,"Winnebago County",WI,"Lake States",578.57,"mature-market medium",wastes,9.77,4792.00,dt,83860000000,BTU,8.28
"Other solid waste","Rubber and leather",55139,"Winnebago County",WI,"Lake States",578.57,near-term,wastes,0,4504.00,dt,78820000000,BTU,7.78
"Other solid waste","Rubber and leather",55141,"Wood County",WI,"Lake States",809.25,Emerging,wastes,19.34,1424.00,dt,24920000000,BTU,1.76
"Other solid waste","Rubber and leather",55141,"Wood County",WI,"Lake States",809.25,"mature-market high",wastes,19.34,1424.00,dt,24920000000,BTU,1.76
"Other solid waste","Rubber and leather",55141,"Wood County",WI,"Lake States",809.25,"mature-market low",wastes,9.77,1424.00,dt,24920000000,BTU,1.76
"Other solid waste","Rubber and leather",55141,"Wood County",WI,"Lake States",809.25,"mature-market medium",wastes,9.77,1424.00,dt,24920000000,BTU,1.76
"Other solid waste","Rubber and leather",55141,"Wood County",WI,"Lake States",809.25,near-term,wastes,0,1923.00,dt,33652500000,BTU,2.38
"Other solid waste",Textiles,55001,"Adams County",WI,"Lake States",687.48,Emerging,wastes,19.08,593.00,dt,8895000000,BTU,0.86
"Other solid waste",Textiles,55001,"Adams County",WI,"Lake States",687.48,"mature-market high",wastes,19.08,593.00,dt,8895000000,BTU,0.86
"Other solid waste",Textiles,55001,"Adams County",WI,"Lake States",687.48,"mature-market low",wastes,9.63,593.00,dt,8895000000,BTU,0.86
"Other solid waste",Textiles,55001,"Adams County",WI,"Lake States",687.48,"mature-market medium",wastes,9.63,593.00,dt,8895000000,BTU,0.86
"Other solid waste",Textiles,55001,"Adams County",WI,"Lake States",687.48,near-term,wastes,0,954.00,dt,14310000000,BTU,1.39
"Other solid waste",Textiles,55003,"Ashland County",WI,"Lake States",1054.13,Emerging,wastes,19.08,559.00,dt,8385000000,BTU,0.53
"Other solid waste",Textiles,55003,"Ashland County",WI,"Lake States",1054.13,"mature-market high",wastes,19.08,559.00,dt,8385000000,BTU,0.53
"Other solid waste",Textiles,55003,"Ashland County",WI,"Lake States",1054.13,"mature-market low",wastes,9.63,559.00,dt,8385000000,BTU,0.53
"Other solid waste",Textiles,55003,"Ashland County",WI,"Lake States",1054.13,"mature-market medium",wastes,9.63,559.00,dt,8385000000,BTU,0.53
"Other solid waste",Textiles,55003,"Ashland County",WI,"Lake States",1054.13,near-term,wastes,0,731.00,dt,10965000000,BTU,0.69
"Other solid waste",Textiles,55005,"Barron County",WI,"Lake States",889.76,Emerging,wastes,19.08,1697.00,dt,25455000000,BTU,1.91
"Other solid waste",Textiles,55005,"Barron County",WI,"Lake States",889.76,"mature-market high",wastes,19.08,1697.00,dt,25455000000,BTU,1.91
"Other solid waste",Textiles,55005,"Barron County",WI,"Lake States",889.76,"mature-market low",wastes,9.63,1697.00,dt,25455000000,BTU,1.91
"Other solid waste",Textiles,55005,"Barron County",WI,"Lake States",889.76,"mature-market medium",wastes,9.63,1697.00,dt,25455000000,BTU,1.91
"Other solid waste",Textiles,55005,"Barron County",WI,"Lake States",889.76,near-term,wastes,0,2118.00,dt,31770000000,BTU,2.38
"Other solid waste",Textiles,55007,"Bayfield County",WI,"Lake States",1511.34,Emerging,wastes,19.08,600.00,dt,9000000000,BTU,0.40
"Other solid waste",Textiles,55007,"Bayfield County",WI,"Lake States",1511.34,"mature-market high",wastes,19.08,600.00,dt,9000000000,BTU,0.40
"Other solid waste",Textiles,55007,"Bayfield County",WI,"Lake States",1511.34,"mature-market low",wastes,9.63,600.00,dt,9000000000,BTU,0.40
"Other solid waste",Textiles,55007,"Bayfield County",WI,"Lake States",1511.34,"mature-market medium",wastes,9.63,600.00,dt,9000000000,BTU,0.40
"Other solid waste",Textiles,55007,"Bayfield County",WI,"Lake States",1511.34,near-term,wastes,0,705.00,dt,10575000000,BTU,0.47
"Other solid waste",Textiles,55009,"Brown County",WI,"Lake States",531.24,Emerging,wastes,19.08,14393.00,dt,215895000000,BTU,27.09
"Other solid waste",Textiles,55009,"Brown County",WI,"Lake States",531.24,"mature-market high",wastes,19.08,14393.00,dt,215895000000,BTU,27.09
"Other solid waste",Textiles,55009,"Brown County",WI,"Lake States",531.24,"mature-market low",wastes,9.63,14393.00,dt,215895000000,BTU,27.09
"Other solid waste",Textiles,55009,"Brown County",WI,"Lake States",531.24,"mature-market medium",wastes,9.63,14393.00,dt,215895000000,BTU,27.09
"Other solid waste",Textiles,55009,"Brown County",WI,"Lake States",531.24,near-term,wastes,0,12347.00,dt,185205000000,BTU,23.24
"Other solid waste",Textiles,55011,"Buffalo County",WI,"Lake States",709.59,Emerging,wastes,19.08,444.00,dt,6660000000,BTU,0.63
"Other solid waste",Textiles,55011,"Buffalo County",WI,"Lake States",709.59,"mature-market high",wastes,19.08,444.00,dt,6660000000,BTU,0.63
"Other solid waste",Textiles,55011,"Buffalo County",WI,"Lake States",709.59,"mature-market low",wastes,9.63,444.00,dt,6660000000,BTU,0.63
"Other solid waste",Textiles,55011,"Buffalo County",WI,"Lake States",709.59,"mature-market medium",wastes,9.63,444.00,dt,6660000000,BTU,0.63
"Other solid waste",Textiles,55011,"Buffalo County",WI,"Lake States",709.59,near-term,wastes,0,615.00,dt,9225000000,BTU,0.87
"Other solid waste",Textiles,55013,"Burnett County",WI,"Lake States",880.22,Emerging,wastes,19.08,470.00,dt,7050000000,BTU,0.53
"Other solid waste",Textiles,55013,"Burnett County",WI,"Lake States",880.22,"mature-market high",wastes,19.08,470.00,dt,7050000000,BTU,0.53
"Other solid waste",Textiles,55013,"Burnett County",WI,"Lake States",880.22,"mature-market low",wastes,9.63,470.00,dt,7050000000,BTU,0.53
"Other solid waste",Textiles,55013,"Burnett County",WI,"Lake States",880.22,"mature-market medium",wastes,9.63,470.00,dt,7050000000,BTU,0.53
"Other solid waste",Textiles,55013,"Burnett County",WI,"Lake States",880.22,near-term,wastes,0,721.00,dt,10815000000,BTU,0.82
"Other solid waste",Textiles,55015,"Calumet County",WI,"Lake States",397.08,Emerging,wastes,19.08,2297.00,dt,34455000000,BTU,5.78
"Other solid waste",Textiles,55015,"Calumet County",WI,"Lake States",397.08,"mature-market high",wastes,19.08,2297.00,dt,34455000000,BTU,5.78
"Other solid waste",Textiles,55015,"Calumet County",WI,"Lake States",397.08,"mature-market low",wastes,9.63,2297.00,dt,34455000000,BTU,5.78
"Other solid waste",Textiles,55015,"Calumet County",WI,"Lake States",397.08,"mature-market medium",wastes,9.63,2297.00,dt,34455000000,BTU,5.78
"Other solid waste",Textiles,55015,"Calumet County",WI,"Lake States",397.08,near-term,wastes,0,2352.00,dt,35280000000,BTU,5.92
"Other solid waste",Textiles,55017,"Chippewa County",WI,"Lake States",1041.27,Emerging,wastes,19.08,2895.00,dt,43425000000,BTU,2.78
"Other solid waste",Textiles,55017,"Chippewa County",WI,"Lake States",1041.27,"mature-market high",wastes,19.08,2895.00,dt,43425000000,BTU,2.78
"Other solid waste",Textiles,55017,"Chippewa County",WI,"Lake States",1041.27,"mature-market low",wastes,9.63,2895.00,dt,43425000000,BTU,2.78
"Other solid waste",Textiles,55017,"Chippewa County",WI,"Lake States",1041.27,"mature-market medium",wastes,9.63,2895.00,dt,43425000000,BTU,2.78
"Other solid waste",Textiles,55017,"Chippewa County",WI,"Lake States",1041.27,near-term,wastes,0,3008.00,dt,45120000000,BTU,2.89
"Other solid waste",Textiles,55019,"Clark County",WI,"Lake States",1218.67,Emerging,wastes,19.08,1202.00,dt,18030000000,BTU,0.99
"Other solid waste",Textiles,55019,"Clark County",WI,"Lake States",1218.67,"mature-market high",wastes,19.08,1202.00,dt,18030000000,BTU,0.99
"Other solid waste",Textiles,55019,"Clark County",WI,"Lake States",1218.67,"mature-market low",wastes,9.63,1202.00,dt,18030000000,BTU,0.99
"Other solid waste",Textiles,55019,"Clark County",WI,"Lake States",1218.67,"mature-market medium",wastes,9.63,1202.00,dt,18030000000,BTU,0.99
"Other solid waste",Textiles,55019,"Clark County",WI,"Lake States",1218.67,near-term,wastes,0,1628.00,dt,24420000000,BTU,1.34
"Other solid waste",Textiles,55021,"Columbia County",WI,"Lake States",795.99,Emerging,wastes,19.08,2368.00,dt,35520000000,BTU,2.97
"Other solid waste",Textiles,55021,"Columbia County",WI,"Lake States",795.99,"mature-market high",wastes,19.08,2368.00,dt,35520000000,BTU,2.97
"Other solid waste",Textiles,55021,"Columbia County",WI,"Lake States",795.99,"mature-market low",wastes,9.63,2368.00,dt,35520000000,BTU,2.97
"Other solid waste",Textiles,55021,"Columbia County",WI,"Lake States",795.99,"mature-market medium",wastes,9.63,2368.00,dt,35520000000,BTU,2.97
"Other solid waste",Textiles,55021,"Columbia County",WI,"Lake States",795.99,near-term,wastes,0,2690.00,dt,40350000000,BTU,3.38
"Other solid waste",Textiles,55023,"Crawford County",WI,"Lake States",599.21,Emerging,wastes,19.08,629.00,dt,9435000000,BTU,1.05
"Other solid waste",Textiles,55023,"Crawford County",WI,"Lake States",599.21,"mature-market high",wastes,19.08,629.00,dt,9435000000,BTU,1.05
"Other solid waste",Textiles,55023,"Crawford County",WI,"Lake States",599.21,"mature-market low",wastes,9.63,629.00,dt,9435000000,BTU,1.05
"Other solid waste",Textiles,55023,"Crawford County",WI,"Lake States",599.21,"mature-market medium",wastes,9.63,629.00,dt,9435000000,BTU,1.05
"Other solid waste",Textiles,55023,"Crawford County",WI,"Lake States",599.21,near-term,wastes,0,763.00,dt,11445000000,BTU,1.27
"Other solid waste",Textiles,55025,"Dane County",WI,"Lake States",1237.5,Emerging,wastes,19.08,39086.00,dt,586290000000,BTU,31.58
"Other solid waste",Textiles,55025,"Dane County",WI,"Lake States",1237.5,"mature-market high",wastes,19.08,39086.00,dt,586290000000,BTU,31.58
"Other solid waste",Textiles,55025,"Dane County",WI,"Lake States",1237.5,"mature-market low",wastes,9.63,39086.00,dt,586290000000,BTU,31.58
"Other solid waste",Textiles,55025,"Dane County",WI,"Lake States",1237.5,"mature-market medium",wastes,9.63,39086.00,dt,586290000000,BTU,31.58
"Other solid waste",Textiles,55025,"Dane County",WI,"Lake States",1237.5,near-term,wastes,0,25426.00,dt,381390000000,BTU,20.55
"Other solid waste",Textiles,55027,"Dodge County",WI,"Lake States",907.1,Emerging,wastes,19.08,3790.00,dt,56850000000,BTU,4.18
"Other solid waste",Textiles,55027,"Dodge County",WI,"Lake States",907.1,"mature-market high",wastes,19.08,3790.00,dt,56850000000,BTU,4.18
"Other solid waste",Textiles,55027,"Dodge County",WI,"Lake States",907.1,"mature-market low",wastes,9.63,3790.00,dt,56850000000,BTU,4.18
"Other solid waste",Textiles,55027,"Dodge County",WI,"Lake States",907.1,"mature-market medium",wastes,9.63,3790.00,dt,56850000000,BTU,4.18
"Other solid waste",Textiles,55027,"Dodge County",WI,"Lake States",907.1,near-term,wastes,0,4121.00,dt,61815000000,BTU,4.54
"Other solid waste",Textiles,55029,"Door County",WI,"Lake States",487.56,Emerging,wastes,19.08,1087.00,dt,16305000000,BTU,2.23
"Other solid waste",Textiles,55029,"Door County",WI,"Lake States",487.56,"mature-market high",wastes,19.08,1087.00,dt,16305000000,BTU,2.23
"Other solid waste",Textiles,55029,"Door County",WI,"Lake States",487.56,"mature-market low",wastes,9.63,1087.00,dt,16305000000,BTU,2.23
"Other solid waste",Textiles,55029,"Door County",WI,"Lake States",487.56,"mature-market medium",wastes,9.63,1087.00,dt,16305000000,BTU,2.23
"Other solid waste",Textiles,55029,"Door County",WI,"Lake States",487.56,near-term,wastes,0,1294.00,dt,19410000000,BTU,2.65
"Other solid waste",Textiles,55031,"Douglas County",WI,"Lake States",1332.11,Emerging,wastes,19.08,1590.00,dt,23850000000,BTU,1.19
"Other solid waste",Textiles,55031,"Douglas County",WI,"Lake States",1332.11,"mature-market high",wastes,19.08,1590.00,dt,23850000000,BTU,1.19
"Other solid waste",Textiles,55031,"Douglas County",WI,"Lake States",1332.11,"mature-market low",wastes,9.63,1590.00,dt,23850000000,BTU,1.19
