class,material_class,subclass,resource_name,diacls,owner,fips,county,state,"County Square Miles",scenario_name,scenario_price_offered,production,productionunit,production_energy_content,energy_content_unit,prod_density_dtpersqmi,harvest_costs,harvest_area,harv_area_unit,lipid_based,ash_percentage
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55078,"Menominee County",Wisconsin,364.96,"mature-market medium",40,1959.20,dt,34027385600,BTU,5.37,20.45,372.40,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55078,"Menominee County",Wisconsin,364.96,near-term,40,2136.20,dt,37101521600,BTU,5.85,20.45,512.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55079,"Milwaukee County",Wisconsin,242.17,Emerging,40,15.40,dt,267467200,BTU,0.06,20.45,2.10,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55079,"Milwaukee County",Wisconsin,242.17,"mature-market high",40,15.40,dt,267467200,BTU,0.06,20.45,2.10,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55079,"Milwaukee County",Wisconsin,242.17,"mature-market low",40,15.40,dt,267467200,BTU,0.06,20.45,2.10,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55079,"Milwaukee County",Wisconsin,242.17,"mature-market medium",40,15.40,dt,267467200,BTU,0.06,20.45,2.10,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55081,"Monroe County",Wisconsin,908.08,Emerging,40,1730.60,dt,30057060800,BTU,1.91,20.45,328.10,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55081,"Monroe County",Wisconsin,908.08,"mature-market high",40,1730.60,dt,30057060800,BTU,1.91,20.45,328.10,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55081,"Monroe County",Wisconsin,908.08,"mature-market low",40,1730.60,dt,30057060800,BTU,1.91,20.45,328.10,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55081,"Monroe County",Wisconsin,908.08,"mature-market medium",40,1730.60,dt,30057060800,BTU,1.91,20.45,328.10,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55083,"Oconto County",Wisconsin,1016.31,Emerging,40,1195.10,dt,20756496800,BTU,1.18,20.45,227.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55083,"Oconto County",Wisconsin,1016.31,"mature-market high",40,1195.10,dt,20756496800,BTU,1.18,20.45,227.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55083,"Oconto County",Wisconsin,1016.31,"mature-market low",40,1195.10,dt,20756496800,BTU,1.18,20.45,227.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55083,"Oconto County",Wisconsin,1016.31,"mature-market medium",40,1195.10,dt,20756496800,BTU,1.18,20.45,227.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55083,"Oconto County",Wisconsin,1016.31,near-term,40,1303.10,dt,22632240800,BTU,1.28,20.45,312.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55085,"Oneida County",Wisconsin,1236.57,Emerging,40,3503.00,dt,60840104000,BTU,2.83,20.45,680.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55085,"Oneida County",Wisconsin,1236.57,"mature-market high",40,3503.00,dt,60840104000,BTU,2.83,20.45,680.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55085,"Oneida County",Wisconsin,1236.57,"mature-market low",40,3503.00,dt,60840104000,BTU,2.83,20.45,680.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55085,"Oneida County",Wisconsin,1236.57,"mature-market medium",40,3503.00,dt,60840104000,BTU,2.83,20.45,680.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55085,"Oneida County",Wisconsin,1236.57,near-term,40,3452.80,dt,59968230400,BTU,2.79,20.45,885.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55089,"Ozaukee County",Wisconsin,235.28,Emerging,40,20.60,dt,357780800,BTU,0.09,20.45,2.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55089,"Ozaukee County",Wisconsin,235.28,"mature-market high",40,20.60,dt,357780800,BTU,0.09,20.45,2.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55089,"Ozaukee County",Wisconsin,235.28,"mature-market low",40,20.60,dt,357780800,BTU,0.09,20.45,2.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55089,"Ozaukee County",Wisconsin,235.28,"mature-market medium",40,20.60,dt,357780800,BTU,0.09,20.45,2.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55091,"Pepin County",Wisconsin,248.7,Emerging,40,481.50,dt,8362692000,BTU,1.94,20.45,91.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55091,"Pepin County",Wisconsin,248.7,"mature-market high",40,481.50,dt,8362692000,BTU,1.94,20.45,91.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55091,"Pepin County",Wisconsin,248.7,"mature-market low",40,481.50,dt,8362692000,BTU,1.94,20.45,91.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55091,"Pepin County",Wisconsin,248.7,"mature-market medium",40,481.50,dt,8362692000,BTU,1.94,20.45,91.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55093,"Pierce County",Wisconsin,592.73,Emerging,40,962.90,dt,16723647200,BTU,1.62,20.45,182.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55093,"Pierce County",Wisconsin,592.73,"mature-market high",40,962.90,dt,16723647200,BTU,1.62,20.45,182.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55093,"Pierce County",Wisconsin,592.73,"mature-market low",40,962.90,dt,16723647200,BTU,1.62,20.45,182.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55093,"Pierce County",Wisconsin,592.73,"mature-market medium",40,962.90,dt,16723647200,BTU,1.62,20.45,182.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55095,"Polk County",Wisconsin,956.41,Emerging,40,3253.80,dt,56511998400,BTU,3.40,20.45,655.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55095,"Polk County",Wisconsin,956.41,"mature-market high",40,3253.80,dt,56511998400,BTU,3.40,20.45,655.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55095,"Polk County",Wisconsin,956.41,"mature-market low",40,3253.80,dt,56511998400,BTU,3.40,20.45,655.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55095,"Polk County",Wisconsin,956.41,"mature-market medium",40,3253.80,dt,56511998400,BTU,3.40,20.45,655.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55095,"Polk County",Wisconsin,956.41,near-term,40,7079.70,dt,122960229600,BTU,7.40,20.45,1815.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55097,"Portage County",Wisconsin,822.82,Emerging,40,1502.70,dt,26098893600,BTU,1.83,20.45,325.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55097,"Portage County",Wisconsin,822.82,"mature-market high",40,1502.70,dt,26098893600,BTU,1.83,20.45,325.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55097,"Portage County",Wisconsin,822.82,"mature-market low",40,1502.70,dt,26098893600,BTU,1.83,20.45,325.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55097,"Portage County",Wisconsin,822.82,"mature-market medium",40,1502.70,dt,26098893600,BTU,1.83,20.45,325.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55097,"Portage County",Wisconsin,822.82,near-term,40,3917.40,dt,68037403200,BTU,4.76,20.45,1053.00,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55099,"Price County",Wisconsin,1278.04,Emerging,40,5476.00,dt,95107168000,BTU,4.28,20.45,1064.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55099,"Price County",Wisconsin,1278.04,"mature-market high",40,5476.00,dt,95107168000,BTU,4.28,20.45,1064.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55099,"Price County",Wisconsin,1278.04,"mature-market low",40,5476.00,dt,95107168000,BTU,4.28,20.45,1064.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55099,"Price County",Wisconsin,1278.04,"mature-market medium",40,5476.00,dt,95107168000,BTU,4.28,20.45,1064.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55099,"Price County",Wisconsin,1278.04,near-term,40,5397.50,dt,93743780000,BTU,4.22,20.45,1384.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55101,"Racine County",Wisconsin,340.39,Emerging,40,43.20,dt,750297600,BTU,0.13,20.45,5.90,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55101,"Racine County",Wisconsin,340.39,"mature-market high",40,43.20,dt,750297600,BTU,0.13,20.45,5.90,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55101,"Racine County",Wisconsin,340.39,"mature-market low",40,43.20,dt,750297600,BTU,0.13,20.45,5.90,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55101,"Racine County",Wisconsin,340.39,"mature-market medium",40,43.20,dt,750297600,BTU,0.13,20.45,5.90,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55103,"Richland County",Wisconsin,589.3,near-term,40,336.20,dt,5839121600,BTU,0.57,20.45,78.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55107,"Rusk County",Wisconsin,930.86,Emerging,40,3922.80,dt,68131190400,BTU,4.21,20.45,790.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55107,"Rusk County",Wisconsin,930.86,"mature-market high",40,3922.80,dt,68131190400,BTU,4.21,20.45,790.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55107,"Rusk County",Wisconsin,930.86,"mature-market low",40,3922.80,dt,68131190400,BTU,4.21,20.45,790.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55107,"Rusk County",Wisconsin,930.86,"mature-market medium",40,3922.80,dt,68131190400,BTU,4.21,20.45,790.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55107,"Rusk County",Wisconsin,930.86,near-term,40,8535.30,dt,148241090400,BTU,9.17,20.45,2188.40,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55109,"St. Croix County",Wisconsin,735.19,Emerging,40,741.70,dt,12881845600,BTU,1.01,20.45,140.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55109,"St. Croix County",Wisconsin,735.19,"mature-market high",40,741.70,dt,12881845600,BTU,1.01,20.45,140.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55109,"St. Croix County",Wisconsin,735.19,"mature-market low",40,741.70,dt,12881845600,BTU,1.01,20.45,140.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55109,"St. Croix County",Wisconsin,735.19,"mature-market medium",40,741.70,dt,12881845600,BTU,1.01,20.45,140.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55111,"Sauk County",Wisconsin,849.19,near-term,40,345.00,dt,5991960000,BTU,0.41,20.45,80.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55113,"Sawyer County",Wisconsin,1350.24,Emerging,40,4713.40,dt,81862331200,BTU,3.49,20.45,950.00,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55113,"Sawyer County",Wisconsin,1350.24,"mature-market high",40,4713.40,dt,81862331200,BTU,3.49,20.45,950.00,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55113,"Sawyer County",Wisconsin,1350.24,"mature-market low",40,4713.40,dt,81862331200,BTU,3.49,20.45,950.00,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55113,"Sawyer County",Wisconsin,1350.24,"mature-market medium",40,4713.40,dt,81862331200,BTU,3.49,20.45,950.00,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55113,"Sawyer County",Wisconsin,1350.24,near-term,40,10255.60,dt,178119260800,BTU,7.60,20.45,2629.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55115,"Shawano County",Wisconsin,909.4,Emerging,40,2311.90,dt,40153079200,BTU,2.54,20.45,439.40,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55115,"Shawano County",Wisconsin,909.4,"mature-market high",40,2311.90,dt,40153079200,BTU,2.54,20.45,439.40,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55115,"Shawano County",Wisconsin,909.4,"mature-market low",40,2311.90,dt,40153079200,BTU,2.54,20.45,439.40,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55115,"Shawano County",Wisconsin,909.4,"mature-market medium",40,2311.90,dt,40153079200,BTU,2.54,20.45,439.40,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55115,"Shawano County",Wisconsin,909.4,near-term,40,2520.70,dt,43779517600,BTU,2.77,20.45,604.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55119,"Taylor County",Wisconsin,984.56,Emerging,40,3382.20,dt,58742049600,BTU,3.44,20.45,657.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55119,"Taylor County",Wisconsin,984.56,"mature-market high",40,3382.20,dt,58742049600,BTU,3.44,20.45,657.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55119,"Taylor County",Wisconsin,984.56,"mature-market low",40,3382.20,dt,58742049600,BTU,3.44,20.45,657.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55119,"Taylor County",Wisconsin,984.56,"mature-market medium",40,3382.20,dt,58742049600,BTU,3.44,20.45,657.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55119,"Taylor County",Wisconsin,984.56,near-term,40,3333.80,dt,57901438400,BTU,3.39,20.45,855.00,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55121,"Trempealeau County",Wisconsin,741.98,Emerging,40,1613.50,dt,28023268000,BTU,2.17,20.45,305.90,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55121,"Trempealeau County",Wisconsin,741.98,"mature-market high",40,1613.50,dt,28023268000,BTU,2.17,20.45,305.90,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55121,"Trempealeau County",Wisconsin,741.98,"mature-market low",40,1613.50,dt,28023268000,BTU,2.17,20.45,305.90,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55121,"Trempealeau County",Wisconsin,741.98,"mature-market medium",40,1613.50,dt,28023268000,BTU,2.17,20.45,305.90,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55123,"Vernon County",Wisconsin,816.38,near-term,40,417.50,dt,7251140000,BTU,0.51,20.45,97.10,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55125,"Vilas County",Wisconsin,1017.72,Emerging,40,2254.80,dt,39161366400,BTU,2.22,20.45,438.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55125,"Vilas County",Wisconsin,1017.72,"mature-market high",40,2254.80,dt,39161366400,BTU,2.22,20.45,438.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55125,"Vilas County",Wisconsin,1017.72,"mature-market low",40,2254.80,dt,39161366400,BTU,2.22,20.45,438.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55125,"Vilas County",Wisconsin,1017.72,"mature-market medium",40,2254.80,dt,39161366400,BTU,2.22,20.45,438.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55125,"Vilas County",Wisconsin,1017.72,near-term,40,2222.50,dt,38600380000,BTU,2.18,20.45,570.00,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55127,"Walworth County",Wisconsin,576.6,Emerging,40,83.30,dt,1446754400,BTU,0.14,20.45,11.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55127,"Walworth County",Wisconsin,576.6,"mature-market high",40,83.30,dt,1446754400,BTU,0.14,20.45,11.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55127,"Walworth County",Wisconsin,576.6,"mature-market low",40,83.30,dt,1446754400,BTU,0.14,20.45,11.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55127,"Walworth County",Wisconsin,576.6,"mature-market medium",40,83.30,dt,1446754400,BTU,0.14,20.45,11.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55129,"Washburn County",Wisconsin,853.32,Emerging,40,3679.50,dt,63905556000,BTU,4.31,20.45,741.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55129,"Washburn County",Wisconsin,853.32,"mature-market high",40,3679.50,dt,63905556000,BTU,4.31,20.45,741.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55129,"Washburn County",Wisconsin,853.32,"mature-market low",40,3679.50,dt,63905556000,BTU,4.31,20.45,741.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55129,"Washburn County",Wisconsin,853.32,"mature-market medium",40,3679.50,dt,63905556000,BTU,4.31,20.45,741.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55129,"Washburn County",Wisconsin,853.32,near-term,40,8006.00,dt,139048208000,BTU,9.38,20.45,2052.70,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55131,"Washington County",Wisconsin,435.66,Emerging,40,56.90,dt,988239200,BTU,0.13,20.45,7.70,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55131,"Washington County",Wisconsin,435.66,"mature-market high",40,56.90,dt,988239200,BTU,0.13,20.45,7.70,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55131,"Washington County",Wisconsin,435.66,"mature-market low",40,56.90,dt,988239200,BTU,0.13,20.45,7.70,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55131,"Washington County",Wisconsin,435.66,"mature-market medium",40,56.90,dt,988239200,BTU,0.13,20.45,7.70,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55133,"Waukesha County",Wisconsin,580.54,Emerging,40,84.70,dt,1471069600,BTU,0.15,20.45,11.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55133,"Waukesha County",Wisconsin,580.54,"mature-market high",40,84.70,dt,1471069600,BTU,0.15,20.45,11.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55133,"Waukesha County",Wisconsin,580.54,"mature-market low",40,84.70,dt,1471069600,BTU,0.15,20.45,11.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55133,"Waukesha County",Wisconsin,580.54,"mature-market medium",40,84.70,dt,1471069600,BTU,0.15,20.45,11.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55135,"Waupaca County",Wisconsin,765.17,Emerging,40,1223.40,dt,21248011200,BTU,1.60,20.45,264.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55135,"Waupaca County",Wisconsin,765.17,"mature-market high",40,1223.40,dt,21248011200,BTU,1.60,20.45,264.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55135,"Waupaca County",Wisconsin,765.17,"mature-market low",40,1223.40,dt,21248011200,BTU,1.60,20.45,264.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55135,"Waupaca County",Wisconsin,765.17,"mature-market medium",40,1223.40,dt,21248011200,BTU,1.60,20.45,264.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55135,"Waupaca County",Wisconsin,765.17,near-term,40,3189.10,dt,55388288800,BTU,4.17,20.45,857.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55137,"Waushara County",Wisconsin,637.4,Emerging,40,1059.60,dt,18403132800,BTU,1.66,20.45,229.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55137,"Waushara County",Wisconsin,637.4,"mature-market high",40,1059.60,dt,18403132800,BTU,1.66,20.45,229.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55137,"Waushara County",Wisconsin,637.4,"mature-market low",40,1059.60,dt,18403132800,BTU,1.66,20.45,229.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55137,"Waushara County",Wisconsin,637.4,"mature-market medium",40,1059.60,dt,18403132800,BTU,1.66,20.45,229.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55137,"Waushara County",Wisconsin,637.4,near-term,40,2762.20,dt,47973889600,BTU,4.33,20.45,742.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55141,"Wood County",Wisconsin,809.25,Emerging,40,1502.70,dt,26098893600,BTU,1.86,20.45,325.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55141,"Wood County",Wisconsin,809.25,"mature-market high",40,1502.70,dt,26098893600,BTU,1.86,20.45,325.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55141,"Wood County",Wisconsin,809.25,"mature-market low",40,1502.70,dt,26098893600,BTU,1.86,20.45,325.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55141,"Wood County",Wisconsin,809.25,"mature-market medium",40,1502.70,dt,26098893600,BTU,1.86,20.45,325.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Private,55141,"Wood County",Wisconsin,809.25,near-term,40,3917.40,dt,68037403200,BTU,4.84,20.45,1053.00,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55001,"Adams County",Wisconsin,687.48,Emerging,40,59.90,dt,1040343200,BTU,0.09,20.45,10.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55001,"Adams County",Wisconsin,687.48,"mature-market high",40,59.90,dt,1040343200,BTU,0.09,20.45,10.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55001,"Adams County",Wisconsin,687.48,"mature-market low",40,59.90,dt,1040343200,BTU,0.09,20.45,10.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55001,"Adams County",Wisconsin,687.48,"mature-market medium",40,59.90,dt,1040343200,BTU,0.09,20.45,10.60,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55003,"Ashland County",Wisconsin,1054.13,Emerging,40,6312.30,dt,109632026400,BTU,5.99,20.45,1155.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55003,"Ashland County",Wisconsin,1054.13,"mature-market high",40,6312.30,dt,109632026400,BTU,5.99,20.45,1155.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55003,"Ashland County",Wisconsin,1054.13,"mature-market low",40,6312.30,dt,109632026400,BTU,5.99,20.45,1155.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55003,"Ashland County",Wisconsin,1054.13,"mature-market medium",40,6312.30,dt,109632026400,BTU,5.99,20.45,1155.30,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55003,"Ashland County",Wisconsin,1054.13,near-term,40,5445.80,dt,94582654400,BTU,5.17,20.45,1358.10,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55007,"Bayfield County",Wisconsin,1511.34,Emerging,40,18901.30,dt,328277778400,BTU,12.51,20.45,4264.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55007,"Bayfield County",Wisconsin,1511.34,"mature-market high",40,18901.30,dt,328277778400,BTU,12.51,20.45,4264.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55007,"Bayfield County",Wisconsin,1511.34,"mature-market low",40,18901.30,dt,328277778400,BTU,12.51,20.45,4264.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55007,"Bayfield County",Wisconsin,1511.34,"mature-market medium",40,18901.30,dt,328277778400,BTU,12.51,20.45,4264.80,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55007,"Bayfield County",Wisconsin,1511.34,near-term,40,11977.10,dt,208018272800,BTU,7.92,20.45,3414.20,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55011,"Buffalo County",Wisconsin,709.59,Emerging,40,9.90,dt,171943200,BTU,0.01,20.45,2.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55011,"Buffalo County",Wisconsin,709.59,"mature-market high",40,9.90,dt,171943200,BTU,0.01,20.45,2.50,ac,No,0.95
forestland,wood,"Logging residues","Hardwood upland logging residues","Class 2",Public,55011,"Buffalo County",Wisconsin,709.59,"mature-market low",40,9.90,dt,171943200,BTU,0.01,20.45,2.50,ac,No,0.95
