class,subclass,resource,fips,county,state_name,usdaregion,"County Square Miles",model_name,scenario_name,price_offered,production,production_unit,btu_ton,production_energy_content,energy_content_unit,production_density_dtpersqmi,landsource
"agriculture land","Energy crops, woody",Willow,55123,"Vernon County",Wisconsin,"Lake States",816.38,POLYSYS,emerging,70,7150.00,dt,17296000,123666400000,BTU,8.76,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,"mature-market low",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Oats straw",55025,"Dane County",Wisconsin,"Lake States",1237.5,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55031,"Douglas County",Wisconsin,"Lake States",1332.11,POLYSYS,"mature-market medium",70,0.00,dt,15722000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55019,"Clark County",Wisconsin,"Lake States",1218.67,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55063,"La Crosse County",Wisconsin,"Lake States",480.05,POLYSYS,emerging,70,499.00,dt,17296000,8630704000,BTU,1.04,Crop
"agriculture land","Energy crops, woody",Poplar,55141,"Wood County",Wisconsin,"Lake States",809.25,POLYSYS,"mature-market low",70,1358.00,dt,16904000,22955632000,BTU,1.68,Pasture
"agriculture land","Agricultural residues","Corn stover",55043,"Grant County",Wisconsin,"Lake States",1183.37,POLYSYS,"mature-market low",70,168941.00,dt,15722000,2656090402000,BTU,142.76,Crop
"agriculture land","Agricultural residues","Oats straw",55007,"Bayfield County",Wisconsin,"Lake States",1511.34,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Sorghum stubble",55039,"Fond du Lac County",Wisconsin,"Lake States",765.84,POLYSYS,"mature-market low",70,0.00,dt,14830000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Poplar,55031,"Douglas County",Wisconsin,"Lake States",1332.11,POLYSYS,emerging,70,2394.00,dt,16904000,40468176000,BTU,1.80,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55045,"Green County",Wisconsin,"Lake States",584.55,POLYSYS,emerging,400,25909.62,dt,23288300,603391003446,BTU,44.32,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55089,"Ozaukee County",Wisconsin,"Lake States",235.28,POLYSYS,"mature-market medium",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Oats straw",55131,"Washington County",Wisconsin,"Lake States",435.66,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55013,"Burnett County",Wisconsin,"Lake States",880.22,POLYSYS,emerging,400,4194.34,dt,23288300,97679048222,BTU,4.77,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55053,"Jackson County",Wisconsin,"Lake States",1000.48,POLYSYS,"mature-market high",70,0.00,dt,16660000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55033,"Dunn County",Wisconsin,"Lake States",863.89,POLYSYS,emerging,70,7334.00,dt,16660000,122184440000,BTU,8.49,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55121,"Trempealeau County",Wisconsin,"Lake States",741.98,POLYSYS,"mature-market low",70,6825.00,dt,16660000,113704500000,BTU,9.20,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55137,"Waushara County",Wisconsin,"Lake States",637.4,POLYSYS,"mature-market high",70,11098.00,dt,16660000,184892680000,BTU,17.41,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55119,"Taylor County",Wisconsin,"Lake States",984.56,POLYSYS,"mature-market low",400,10601.97,dt,23288300,246901857951,BTU,10.77,Crop
"agriculture land","Agricultural residues","Oats straw",55049,"Iowa County",Wisconsin,"Lake States",768.05,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55037,"Florence County",Wisconsin,"Lake States",497.43,POLYSYS,"mature-market high",70,0.00,dt,16660000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Poplar,55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,"mature-market high",70,473.00,dt,16904000,7995592000,BTU,0.57,Pasture
"agriculture land","Energy crops, woody",Willow,55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,emerging,70,4621.00,dt,17296000,79924816000,BTU,5.62,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55055,"Jefferson County",Wisconsin,"Lake States",582.74,POLYSYS,emerging,70,21579.00,dt,16660000,359506140000,BTU,37.03,Pasture
"agriculture land","Agricultural residues","Corn stover",55127,"Walworth County",Wisconsin,"Lake States",576.6,POLYSYS,"mature-market high",70,403882.00,dt,15722000,6349832804000,BTU,700.45,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55135,"Waupaca County",Wisconsin,"Lake States",765.17,POLYSYS,emerging,400,14298.80,dt,23288300,332994744040,BTU,18.69,Crop
"agriculture land","Energy crops, woody",Willow,55115,"Shawano County",Wisconsin,"Lake States",909.4,POLYSYS,emerging,70,89710.00,dt,17296000,1551624160000,BTU,98.65,Crop
"agriculture land","Agricultural residues","Oats straw",55095,"Polk County",Wisconsin,"Lake States",956.41,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55021,"Columbia County",Wisconsin,"Lake States",795.99,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55125,"Vilas County",Wisconsin,"Lake States",1017.72,POLYSYS,emerging,70,1175.00,dt,16660000,19575500000,BTU,1.15,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55003,"Ashland County",Wisconsin,"Lake States",1054.13,POLYSYS,"mature-market low",70,17076.00,dt,16660000,284486160000,BTU,16.20,Pasture
"agriculture land","Agricultural residues","Wheat straw",55121,"Trempealeau County",Wisconsin,"Lake States",741.98,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55061,"Kewaunee County",Wisconsin,"Lake States",343.95,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55081,"Monroe County",Wisconsin,"Lake States",908.08,POLYSYS,emerging,400,14605.09,dt,23288300,340127717447,BTU,16.08,Crop
"agriculture land","Agricultural residues","Oats straw",55089,"Ozaukee County",Wisconsin,"Lake States",235.28,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55007,"Bayfield County",Wisconsin,"Lake States",1511.34,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55053,"Jackson County",Wisconsin,"Lake States",1000.48,POLYSYS,"mature-market medium",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55139,"Winnebago County",Wisconsin,"Lake States",578.57,POLYSYS,emerging,70,66414.00,dt,16660000,1106457240000,BTU,114.79,Crop
"agriculture land","Agricultural residues","Oats straw",55019,"Clark County",Wisconsin,"Lake States",1218.67,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55095,"Polk County",Wisconsin,"Lake States",956.41,POLYSYS,"mature-market medium",400,16042.14,dt,23288300,373594168962,BTU,16.77,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55005,"Barron County",Wisconsin,"Lake States",889.76,POLYSYS,"mature-market medium",70,57097.00,dt,16660000,951236020000,BTU,64.17,Pasture
"agriculture land","Agricultural residues","Oats straw",55045,"Green County",Wisconsin,"Lake States",584.55,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Poplar,55053,"Jackson County",Wisconsin,"Lake States",1000.48,POLYSYS,emerging,70,697.00,dt,16904000,11782088000,BTU,0.70,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55005,"Barron County",Wisconsin,"Lake States",889.76,POLYSYS,"mature-market medium",70,32057.00,dt,16660000,534069620000,BTU,36.03,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55059,"Kenosha County",Wisconsin,"Lake States",278.42,POLYSYS,"mature-market medium",70,1284.00,dt,16660000,21391440000,BTU,4.61,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55019,"Clark County",Wisconsin,"Lake States",1218.67,POLYSYS,"mature-market low",400,32376.63,dt,23288300,753996672429,BTU,26.57,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55113,"Sawyer County",Wisconsin,"Lake States",1350.24,POLYSYS,"mature-market high",70,14350.00,dt,16660000,239071000000,BTU,10.63,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55017,"Chippewa County",Wisconsin,"Lake States",1041.27,POLYSYS,"mature-market high",400,21522.09,dt,23288300,501212888547,BTU,20.67,Crop
"agriculture land","Agricultural residues","Corn stover",55137,"Waushara County",Wisconsin,"Lake States",637.4,POLYSYS,"mature-market low",70,114891.00,dt,15722000,1806316302000,BTU,180.25,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55057,"Juneau County",Wisconsin,"Lake States",805.17,POLYSYS,"mature-market high",70,30028.00,dt,16660000,500266480000,BTU,37.29,Pasture
"agriculture land","Agricultural residues","Oats straw",55027,"Dodge County",Wisconsin,"Lake States",907.1,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55131,"Washington County",Wisconsin,"Lake States",435.66,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55001,"Adams County",Wisconsin,"Lake States",687.48,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55135,"Waupaca County",Wisconsin,"Lake States",765.17,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55099,"Price County",Wisconsin,"Lake States",1278.04,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55019,"Clark County",Wisconsin,"Lake States",1218.67,POLYSYS,"mature-market high",70,11216.00,dt,17296000,193991936000,BTU,9.20,Pasture
"agriculture land","Agricultural residues","Wheat straw",55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55093,"Pierce County",Wisconsin,"Lake States",592.73,POLYSYS,near-term,70,122002.00,dt,15722000,1918115444000,BTU,205.83,Crop
"agriculture land","Agricultural residues","Corn stover",55137,"Waushara County",Wisconsin,"Lake States",637.4,POLYSYS,near-term,70,88510.00,dt,15722000,1391554220000,BTU,138.86,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55047,"Green Lake County",Wisconsin,"Lake States",380.13,POLYSYS,"mature-market low",70,8849.00,dt,16660000,147424340000,BTU,23.28,Pasture
"agriculture land","Agricultural residues","Corn stover",55141,"Wood County",Wisconsin,"Lake States",809.25,POLYSYS,emerging,70,129003.00,dt,15722000,2028185166000,BTU,159.41,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55021,"Columbia County",Wisconsin,"Lake States",795.99,POLYSYS,emerging,70,39091.00,dt,16660000,651256060000,BTU,49.11,Pasture
"agriculture land","Energy crops, herbaceous",Switchgrass,55113,"Sawyer County",Wisconsin,"Lake States",1350.24,POLYSYS,emerging,70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Corn stover",55129,"Washburn County",Wisconsin,"Lake States",853.32,POLYSYS,"mature-market high",70,6493.00,dt,15722000,102082946000,BTU,7.61,Crop
"agriculture land","Agricultural residues","Corn stover",55003,"Ashland County",Wisconsin,"Lake States",1054.13,POLYSYS,"mature-market medium",70,0.00,dt,15722000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55071,"Manitowoc County",Wisconsin,"Lake States",594.62,POLYSYS,emerging,70,30687.00,dt,16660000,511245420000,BTU,51.61,Pasture
"agriculture land","Agricultural residues","Oats straw",55011,"Buffalo County",Wisconsin,"Lake States",709.59,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55141,"Wood County",Wisconsin,"Lake States",809.25,POLYSYS,emerging,70,4843.00,dt,17296000,83764528000,BTU,5.98,Crop
"agriculture land","Agricultural residues","Oats straw",55099,"Price County",Wisconsin,"Lake States",1278.04,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55077,"Marquette County",Wisconsin,"Lake States",464.47,POLYSYS,"mature-market high",70,141389.00,dt,16660000,2355540740000,BTU,304.41,Crop
"agriculture land","Agricultural residues","Corn stover",55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,"mature-market high",70,34329.00,dt,15722000,539720538000,BTU,36.88,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55055,"Jefferson County",Wisconsin,"Lake States",582.74,POLYSYS,"mature-market medium",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Oats straw",55121,"Trempealeau County",Wisconsin,"Lake States",741.98,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55083,"Oconto County",Wisconsin,"Lake States",1016.31,POLYSYS,"mature-market low",70,124060.00,dt,16660000,2066839600000,BTU,122.07,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55049,"Iowa County",Wisconsin,"Lake States",768.05,POLYSYS,emerging,70,5238.00,dt,16660000,87265080000,BTU,6.82,Pasture
"agriculture land","Agricultural residues","Corn stover",55101,"Racine County",Wisconsin,"Lake States",340.39,POLYSYS,near-term,70,69901.00,dt,15722000,1098983522000,BTU,205.36,Crop
"agriculture land","Agricultural residues","Wheat straw",55009,"Brown County",Wisconsin,"Lake States",531.24,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55083,"Oconto County",Wisconsin,"Lake States",1016.31,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55105,"Rock County",Wisconsin,"Lake States",726.16,POLYSYS,"mature-market medium",70,412673.00,dt,15722000,6488044906000,BTU,568.29,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55021,"Columbia County",Wisconsin,"Lake States",795.99,POLYSYS,"mature-market low",400,27965.83,dt,23288300,651276638789,BTU,35.13,Crop
"agriculture land","Energy crops, woody",Willow,55021,"Columbia County",Wisconsin,"Lake States",795.99,POLYSYS,"mature-market medium",70,6403.00,dt,17296000,110746288000,BTU,8.04,Pasture
"agriculture land","Agricultural residues","Corn stover",55021,"Columbia County",Wisconsin,"Lake States",795.99,POLYSYS,emerging,70,0.00,dt,15722000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,"mature-market high",70,29294.00,dt,16660000,488038040000,BTU,35.60,Pasture
"agriculture land","Agricultural residues","Oats straw",55007,"Bayfield County",Wisconsin,"Lake States",1511.34,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55099,"Price County",Wisconsin,"Lake States",1278.04,POLYSYS,emerging,400,874.41,dt,23288300,20363522403,BTU,0.68,Crop
"agriculture land","Energy crops, woody",Willow,55019,"Clark County",Wisconsin,"Lake States",1218.67,POLYSYS,emerging,70,11216.00,dt,17296000,193991936000,BTU,9.20,Pasture
"agriculture land","Agricultural residues","Sorghum stubble",55073,"Marathon County",Wisconsin,"Lake States",1576.33,POLYSYS,near-term,70,0.00,dt,14830000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55035,"Eau Claire County",Wisconsin,"Lake States",645.2,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55003,"Ashland County",Wisconsin,"Lake States",1054.13,POLYSYS,"mature-market medium",70,12034.00,dt,16660000,200486440000,BTU,11.42,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55111,"Sauk County",Wisconsin,"Lake States",849.19,POLYSYS,"mature-market low",70,4649.00,dt,16660000,77452340000,BTU,5.47,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55007,"Bayfield County",Wisconsin,"Lake States",1511.34,POLYSYS,"mature-market high",400,1040.39,dt,23288300,24228914437,BTU,0.69,Crop
"agriculture land","Agricultural residues","Oats straw",55111,"Sauk County",Wisconsin,"Lake States",849.19,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55087,"Outagamie County",Wisconsin,"Lake States",644.61,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55065,"Lafayette County",Wisconsin,"Lake States",634.57,POLYSYS,emerging,70,8884.00,dt,16660000,148007440000,BTU,14.00,Pasture
"agriculture land","Agricultural residues","Wheat straw",55095,"Polk County",Wisconsin,"Lake States",956.41,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55121,"Trempealeau County",Wisconsin,"Lake States",741.98,POLYSYS,near-term,70,73543.00,dt,15722000,1156243046000,BTU,99.12,Crop
